ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,active_listing_count,active_listing_count_lower,active_listing_count_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,median_days_on_market,median_days_on_market_lower,median_days_on_market_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,thirty_year_interest_rate_four,thirty_year_interest_rate_four_lower,thirty_year_interest_rate_four_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2017-08-01,273633.9541193795,158015.98527988727,345809.7480225269,273633.9541193795,273633.9541193795,-0.023095092380181027,-0.023095092380181027,-0.023095092380181027,-0.03648276240121234,-0.03648276240121234,-0.03648276240121234,0.03209151549841229,0.03209151549841229,0.03209151549841229,-0.07565035081706134,-0.07565035081706134,-0.07565035081706134,-0.045479185519443605,-0.045479185519443605,-0.045479185519443605,-0.039167588415849,-0.039167588415849,-0.039167588415849,0.0,0.0,0.0,252933.44949478877
2017-09-01,276657.68978349905,150793.01198197142,343406.4956869069,276657.68978349905,276657.68978349905,-0.023984375335022186,-0.023984375335022186,-0.023984375335022186,-0.10846020841076472,-0.10846020841076472,-0.10846020841076472,-0.03778381154415475,-0.03778381154415475,-0.03778381154415475,-0.10141482416643917,-0.10141482416643917,-0.10141482416643917,-0.04669202153158778,-0.04669202153158778,-0.04669202153158778,0.007045384244325548,0.007045384244325548,0.007045384244325548,0.0,0.0,0.0,248600.4988198122
2017-10-01,279583.8855957698,175243.23196754802,357144.5502875825,279583.8855957698,279583.8855957698,-0.01913048982229773,-0.01913048982229773,-0.01913048982229773,-0.1469688400720655,-0.1469688400720655,-0.1469688400720655,-0.10703565033434315,-0.10703565033434315,-0.10703565033434315,-0.05626373879047525,-0.05626373879047525,-0.05626373879047525,-0.020802699915424633,-0.020802699915424633,-0.020802699915424633,0.09070510128159026,0.09070510128159026,0.09070510128159026,0.0,0.0,0.0,263853.4508865833
2017-11-01,282607.6212684496,196763.70619951384,375345.8407874827,282607.6212684496,282607.6212684496,-0.008415757668332935,-0.008415757668332935,-0.008415757668332935,-0.19611427682736285,-0.19611427682736285,-0.19611427682736285,-0.18718564462937898,-0.18718564462937898,-0.18718564462937898,0.014855986487484412,0.014855986487484412,0.014855986487484412,-0.0005128745296509196,-0.0005128745296509196,-0.0005128745296509196,0.21097026331484725,0.21097026331484725,0.21097026331484725,0.0,0.0,0.0,286806.0362712738
2017-12-01,285533.81708072027,201709.32460859264,379886.36140805884,285533.81708072027,285533.81708072027,-0.000522675209658761,-0.000522675209658761,-0.000522675209658761,-0.24003122769550428,-0.24003122769550428,-0.24003122769550428,-0.2451083280765895,-0.2451083280765895,-0.2451083280765895,0.0140486245363463,0.0140486245363463,0.0140486245363463,0.005599775590743973,0.005599775590743973,0.005599775590743973,0.2540798522318506,0.2540798522318506,0.2540798522318506,0.0,0.0,0.0,289545.1744693171
2018-01-01,288557.5635573723,218411.65563372537,412876.04538422276,288557.5635573723,288557.5635573723,0.004192559367249837,0.004192559367249837,0.004192559367249837,-0.3200744248999792,-0.3200744248999792,-0.3200744248999792,-0.3282786069997788,-0.3282786069997788,-0.3282786069997788,0.08866707509994762,0.08866707509994762,0.08866707509994762,0.004011622732549762,0.004011622732549762,0.004011622732549762,0.4087414999999268,0.4087414999999268,0.4087414999999268,0.0,0.0,0.0,314143.11871597177
2018-02-01,291581.3100340245,257839.5542850157,434738.66386335227,291581.3100340245,291581.3100340245,0.0069926632910154345,0.0069926632910154345,0.0069926632910154345,-0.3213591972634344,-0.3213591972634344,-0.3213591972634344,-0.3247928967235162,-0.3247928967235162,-0.3247928967235162,0.18004763795519163,0.18004763795519163,0.18004763795519163,-0.0035589638309336895,-0.0035589638309336895,-0.0035589638309336895,0.5014068352186261,0.5014068352186261,0.5014068352186261,0.0,0.0,0.0,344079.836177531
2018-03-01,294313.2370399555,217646.65729375326,394099.0367371207,294313.2370399555,294313.2370399555,0.006063368987397873,0.006063368987397873,0.006063368987397873,-0.20761063641501848,-0.20761063641501848,-0.20761063641501848,-0.20029800517848037,-0.20029800517848037,-0.20029800517848037,0.03839773810709197,0.03839773810709197,0.03839773810709197,-0.013376000223935973,-0.013376000223935973,-0.013376000223935973,0.24600837452211044,0.24600837452211044,0.24600837452211044,0.0,0.0,0.0,305614.19963726617
2018-04-01,297337.8705108077,233990.28137660873,414816.9800402139,297337.8705108077,297337.8705108077,0.00149030685175454,0.00149030685175454,0.00149030685175454,0.13187708556986677,0.13187708556986677,0.13187708556986677,0.1455458307781598,0.1455458307781598,0.1455458307781598,0.08210194823364915,0.08210194823364915,0.08210194823364915,-0.015159052060047572,-0.015159052060047572,-0.015159052060047572,-0.049775137336217634,-0.049775137336217634,-0.049775137336217634,0.0,0.0,0.0,321749.88896338956
2018-05-01,300264.9538355678,229678.56936667807,415134.002595592,300264.9538355678,300264.9538355678,-0.005960832844840824,-0.005960832844840824,-0.005960832844840824,0.20042266768569025,0.20042266768569025,0.20042266768569025,0.2276583985443915,0.2276583985443915,0.2276583985443915,0.06009081019294346,0.06009081019294346,0.06009081019294346,-0.0212748980138604,-0.0212748980138604,-0.0212748980138604,-0.1403318574927468,-0.1403318574927468,-0.1403318574927468,0.0,0.0,0.0,318308.1181840938
2018-06-01,303289.60660448653,195940.82293801938,383858.0682380224,303289.60660448653,303289.60660448653,-0.01268177551863746,-0.01268177551863746,-0.01268177551863746,0.11524859682291064,0.11524859682291064,0.11524859682291064,0.18189758913455778,0.18189758913455778,0.18189758913455778,-0.042600663678951343,-0.042600663678951343,-0.042600663678951343,-0.05396721679300966,-0.05396721679300966,-0.05396721679300966,-0.157849260501862,-0.157849260501862,-0.157849260501862,0.0,0.0,0.0,290369.2680762074
2018-07-01,306216.6899292465,203901.17039248222,392537.9290506377,306216.6899292465,306216.6899292465,-0.015055239971560594,-0.015055239971560594,-0.015055239971560594,0.034770325096738296,0.034770325096738296,0.034770325096738296,0.100035050671366,0.100035050671366,0.100035050671366,-0.019178155495246686,-0.019178155495246686,-0.019178155495246686,-0.050209485603067115,-0.050209485603067115,-0.050209485603067115,-0.05394848059198498,-0.05394848059198498,-0.05394848059198498,0.0,0.0,0.0,300344.01863454364
2018-08-01,309241.34271931415,217350.60803741802,402942.8101008482,309241.34271931415,309241.34271931415,-0.01355515217504256,-0.01355515217504256,-0.01355515217504256,-0.02184862107486906,-0.02184862107486906,-0.02184862107486906,0.04230795827195483,0.04230795827195483,0.04230795827195483,0.007881689511870855,0.007881689511870855,0.007881689511870855,-0.05060142717178134,-0.05060142717178134,-0.05060142717178134,0.029730310586739916,0.029730310586739916,0.029730310586739916,0.0,0.0,0.0,311678.6869668619
2018-09-01,312265.99550938176,206231.74341466266,391503.0703438557,312265.99550938176,312265.99550938176,-0.014153717799553019,-0.014153717799553019,-0.014153717799553019,-0.09214374201680059,-0.09214374201680059,-0.09214374201680059,-0.030122324192363048,-0.030122324192363048,-0.030122324192363048,-0.0353873006199602,-0.0353873006199602,-0.0353873006199602,-0.04786770002488452,-0.04786770002488452,-0.04786770002488452,0.056756441396840385,0.056756441396840385,0.056756441396840385,0.0,0.0,0.0,301215.7448529001
2018-10-01,315193.07887338847,232530.3569095595,421145.6308438737,315193.07887338847,315193.07887338847,-0.010159559949208396,-0.010159559949208396,-0.010159559949208396,-0.06424332268608811,-0.06424332268608811,-0.06424332268608811,-0.06254638044800752,-0.06254638044800752,-0.06254638044800752,0.036216681349060885,0.036216681349060885,0.036216681349060885,0.008462617711127806,0.008462617711127806,0.008462617711127806,0.10046000403514899,0.10046000403514899,0.10046000403514899,0.0,0.0,0.0,326608.3261743754
2018-11-01,318217.7316828621,267989.64103503374,452047.49276270455,318217.7316828621,318217.7316828621,-0.0020773037812179544,-0.0020773037812179544,-0.0020773037812179544,-0.12249385797529713,-0.12249385797529713,-0.12249385797529713,-0.13515101682403047,-0.13515101682403047,-0.13515101682403047,0.1182341408784641,0.1182341408784641,0.1182341408784641,0.014734462629951288,0.014734462629951288,0.014734462629951288,0.24072799885376123,0.24072799885376123,0.24072799885376123,0.0,0.0,0.0,355841.93180067895
2018-12-01,321144.8150692595,275146.49503150576,445869.08000964834,321144.8150692595,321144.8150692595,0.003841623947424548,0.003841623947424548,0.003841623947424548,-0.14316300085729564,-0.14316300085729564,-0.14316300085729564,-0.16501414291013125,-0.16501414291013125,-0.16501414291013125,0.11234301763240837,0.11234301763240837,0.11234301763240837,0.018009518105411064,0.018009518105411064,0.018009518105411064,0.255506018489704,0.255506018489704,0.255506018489704,0.0,0.0,0.0,357223.1926911418
2019-01-01,324169.4679018702,262859.4206919527,443561.99953160266,324169.4679018702,324169.4679018702,0.007920797195403388,0.007920797195403388,0.007920797195403388,-0.21047667102220016,-0.21047667102220016,-0.21047667102220016,-0.23026485459982687,-0.23026485459982687,-0.23026485459982687,0.08900993937876454,0.08900993937876454,0.08900993937876454,0.011867386382223325,0.011867386382223325,0.011867386382223325,0.2994866104009647,0.2994866104009647,0.2994866104009647,0.0,0.0,0.0,353023.772588262
2019-02-01,327194.1207344809,275481.32098366326,452906.657252326,327194.1207344809,327194.1207344809,0.010678300694284552,0.010678300694284552,0.010678300694284552,-0.2620444117809054,-0.2620444117809054,-0.2620444117809054,-0.2738062444858341,-0.2738062444858341,-0.2738062444858341,0.11294730569925088,0.11294730569925088,0.11294730569925088,0.0010835320106442102,0.0010835320106442102,0.0010835320106442102,0.37499171748015625,0.37499171748015625,0.37499171748015625,0.0,0.0,0.0,364149.81511207594
2019-03-01,329926.06720681797,311652.3081654592,501467.20271990437,329926.06720681797,329926.06720681797,0.010624134246152614,0.010624134246152614,0.010624134246152614,-0.19103242170206486,-0.19103242170206486,-0.19103242170206486,-0.19881484013737866,-0.19881484013737866,-0.19881484013737866,0.2577962542645041,0.2577962542645041,0.2577962542645041,-0.0028417158108387935,-0.0028417158108387935,-0.0028417158108387935,0.44882867596656895,0.44882867596656895,0.44882867596656895,0.0,0.0,0.0,414979.77151695464
2019-04-01,332950.7222297625,298376.6585873971,482719.2956368231,332950.7222297625,332950.7222297625,0.00591369983515921,0.00591369983515921,0.00591369983515921,0.16023350636332379,0.16023350636332379,0.16023350636332379,0.16359287920934532,0.16359287920934532,0.16359287920934532,0.18904023758041544,0.18904023758041544,0.18904023758041544,-0.009273072681180746,-0.009273072681180746,-0.009273072681180746,0.028806731217091652,0.028806731217091652,0.028806731217091652,0.0,0.0,0.0,395891.8058626477
2019-05-01,335878.0762086476,269189.35717274505,460833.53103097697,335878.0762086476,335878.0762086476,0.0011016929045268777,0.0011016929045268777,0.0011016929045268777,0.28183131204474215,0.28183131204474215,0.28183131204474215,0.29533593041902173,0.29533593041902173,0.29533593041902173,0.08767788548255569,0.08767788548255569,0.08767788548255569,-0.014606311278806445,-0.014606311278806445,-0.014606311278806445,-0.19415342656218648,-0.19415342656218648,-0.19415342656218648,0.0,0.0,0.0,365327.1557105705
2019-06-01,338903.0086534954,214743.07411406247,395328.9542411661,338903.0086534954,338903.0086534954,-0.004260092176176718,-0.004260092176176718,-0.004260092176176718,0.19581439520109928,0.19581439520109928,0.19581439520109928,0.20153118180444698,0.20153118180444698,0.20153118180444698,-0.08108227005921871,-0.08108227005921871,-0.08108227005921871,-0.001456694427171009,-0.001456694427171009,-0.001456694427171009,-0.276896665260318,-0.276896665260318,-0.276896665260318,0.0,0.0,0.0,311423.98338197096
2019-07-01,341830.3980425176,242984.63675442076,428916.9652397638,341830.3980425176,341830.3980425176,-0.006848781280993606,-0.006848781280993606,-0.006848781280993606,0.08390548148044155,0.08390548148044155,0.08390548148044155,0.14884759732054123,0.14884759732054123,0.14884759732054123,-0.01946986791095314,-0.01946986791095314,-0.01946986791095314,-0.05809333455910606,-0.05809333455910606,-0.05809333455910606,-0.1033753493913947,-0.1033753493913947,-0.1033753493913947,0.0,0.0,0.0,335175.0053446812
2019-08-01,344855.36707784055,283763.7761142585,469426.2300262969,344855.36707784055,344855.36707784055,-0.0042301758215989305,-0.0042301758215989305,-0.0042301758215989305,-0.003287798372598315,-0.003287798372598315,-0.003287798372598315,0.05550101624679285,0.05550101624679285,0.05550101624679285,0.09775440878346339,0.09775440878346339,0.09775440878346339,-0.054558638797792235,-0.054558638797792235,-0.054558638797792235,0.10104220715606171,0.10104220715606171,0.10104220715606171,0.0,0.0,0.0,378566.4996023391
2019-09-01,347880.3361131635,266371.5188966765,454661.7251239231,347880.3361131635,347880.3361131635,-0.004540864369268292,-0.004540864369268292,-0.004540864369268292,-0.06908105777811296,-0.06908105777811296,-0.06908105777811296,-0.017004519519203017,-0.017004519519203017,-0.017004519519203017,0.03729392860269276,0.03729392860269276,0.03729392860269276,-0.04753567388964165,-0.04753567388964165,-0.04753567388964165,0.10637498638080572,0.10637498638080572,0.10637498638080572,0.0,0.0,0.0,360854.1605304486
2019-10-01,350817.0930439567,307869.91301614564,486929.9008854216,350817.0930439567,350817.0930439567,-0.001404556248181948,-0.001404556248181948,-0.001404556248181948,0.018392724230954786,0.018392724230954786,0.018392724230954786,-0.01749803031517735,-0.01749803031517735,-0.01749803031517735,0.12781787374748327,0.12781787374748327,0.12781787374748327,0.037295310794314085,0.037295310794314085,0.037295310794314085,0.10942514951652849,0.10942514951652849,0.10942514951652849,0.0,0.0,0.0,395657.78795110824
2019-11-01,353851.741872443,342429.6139666012,516493.77061828296,353851.741872443,353851.741872443,0.004340242340085849,0.004340242340085849,0.004340242340085849,-0.04860187621636526,-0.04860187621636526,-0.04860187621636526,-0.08273914430946219,-0.08273914430946219,-0.08273914430946219,0.22063619817775768,0.22063619817775768,0.22063619817775768,0.029797025753011085,0.029797025753011085,0.029797025753011085,0.26923807439412295,0.26923807439412295,0.26923807439412295,0.0,0.0,0.0,431924.24491775606
2019-12-01,361981.6745755397,344490.923998209,523989.99738390936,361981.6745755397,361981.6745755397,0.008533391153778484,0.008533391153778484,0.008533391153778484,-0.050126784776244375,-0.050126784776244375,-0.050126784776244375,-0.08896636019555837,-0.08896636019555837,-0.08896636019555837,0.2043421842588204,0.2043421842588204,0.2043421842588204,0.030306184265535503,0.030306184265535503,0.030306184265535503,0.2544689690350648,0.2544689690350648,0.2544689690350648,0.0,0.0,0.0,435949.800619971
2020-01-01,370382.60503540625,303581.7714315488,496007.4354462049,370382.60503540625,370382.60503540625,0.011851469151562754,0.011851469151562754,0.011851469151562754,-0.10757116473810543,-0.10757116473810543,-0.10757116473810543,-0.13929774099819908,-0.13929774099819908,-0.13929774099819908,0.08171396438774484,0.08171396438774484,0.08171396438774484,0.019875107108530885,0.019875107108530885,0.019875107108530885,0.18928512912585027,0.18928512912585027,0.18928512912585027,0.0,0.0,0.0,400648.03603310965
2020-02-01,378785.51136898703,308385.9409708442,489541.83166674676,378785.51136898703,378785.51136898703,0.014306259613248301,0.014306259613248301,0.014306259613248301,-0.20135852473992083,-0.20135852473992083,-0.20135852473992083,-0.22189017854837623,-0.22189017854837623,-0.22189017854837623,0.05143100486269065,0.05143100486269065,0.05143100486269065,0.006225394195207101,0.006225394195207101,0.006225394195207101,0.2527895296026115,0.2527895296026115,0.2527895296026115,0.0,0.0,0.0,398266.8308461222
2020-03-01,386646.29471330426,248273.9017081406,414700.6097043757,386646.29471330426,386646.29471330426,0.012634544722715581,0.012634544722715581,0.012634544722715581,0.022484763986320593,0.022484763986320593,0.022484763986320593,0.000695291959094063,0.000695291959094063,0.000695291959094063,-0.13036264831837618,-0.13036264831837618,-0.13036264831837618,0.009154927304510948,0.009154927304510948,0.009154927304510948,-0.15284741230469678,-0.15284741230469678,-0.15284741230469678,0.0,0.0,0.0,336242.0597719905
2020-04-01,395049.20104688493,289999.4271784172,477075.03455566114,395049.20104688493,395049.20104688493,0.0037331673753972414,0.0037331673753972414,0.0037331673753972414,0.19322721763398018,0.19322721763398018,0.19322721763398018,0.18207392241058676,0.18207392241058676,0.18207392241058676,-0.024417244319527215,-0.024417244319527215,-0.024417244319527215,0.007420127847996172,0.007420127847996172,0.007420127847996172,-0.2176444619535074,-0.2176444619535074,-0.2176444619535074,0.0,0.0,0.0,385403.1881866891
2020-05-01,403181.0735989425,324077.3465823655,510408.45611327514,403181.0735989425,403181.0735989425,0.004792292085252145,0.004792292085252145,0.004792292085252145,0.08152088799931091,0.08152088799931091,0.08152088799931091,0.06723328208391734,0.06723328208391734,0.06723328208391734,0.037260339606867934,0.037260339606867934,0.037260339606867934,0.009495313830141431,0.009495313830141431,0.009495313830141431,-0.04426054839244298,-0.04426054839244298,-0.04426054839244298,0.0,0.0,0.0,418203.73732430075
2020-06-01,411584.00856940204,398162.69213044096,583693.5529774352,411584.00856940204,411584.00856940204,0.006558486701544922,0.006558486701544922,0.006558486701544922,0.11259252573596026,0.11259252573596026,0.11259252573596026,0.07274110353232134,0.07274110353232134,0.07274110353232134,0.19135930242360913,0.19135930242360913,0.19135930242360913,0.033292935502093994,0.033292935502093994,0.033292935502093994,0.07876677668764887,0.07876677668764887,0.07876677668764887,0.0,0.0,0.0,490344.4373379556
2020-07-01,419715.90888573125,414499.38936293824,590863.4435783608,419715.90888573125,419715.90888573125,0.004455294807427653,0.004455294807427653,0.004455294807427653,0.13475198937900246,0.13475198937900246,0.13475198937900246,0.12011103883786534,0.12011103883786534,0.12011103883786534,0.1892496876153268,0.1892496876153268,0.1892496876153268,0.010185655733709461,0.010185655733709461,0.010185655733709461,0.05449769823632433,0.05449769823632433,0.05449769823632433,0.0,0.0,0.0,499147.0135295388
2020-08-01,428118.8725459383,403016.88904639194,571530.6445321018,428118.8725459383,428118.8725459383,0.010445315318790149,0.010445315318790149,0.010445315318790149,0.23685935846999848,0.23685935846999848,0.23685935846999848,0.1765251632866189,0.1765251632866189,0.1765251632866189,0.13128643871339604,0.13128643871339604,0.13128643871339604,0.04988887986458942,0.04988887986458942,0.04988887986458942,-0.10557291975660243,-0.10557291975660243,-0.10557291975660243,0.0,0.0,0.0,484325.0746684889
2020-09-01,436521.8362061453,431349.37174616545,612187.1367637332,436521.8362061453,436521.8362061453,0.012565167864049081,0.012565167864049081,0.012565167864049081,0.24406694495314182,0.24406694495314182,0.24406694495314182,0.176434020679605,0.176434020679605,0.176434020679605,0.2013967583730544,0.2013967583730544,0.2013967583730544,0.05506775640948774,0.05506775640948774,0.05506775640948774,-0.04267018658008742,-0.04267018658008742,-0.04267018658008742,0.0,0.0,0.0,524435.9189771164
2020-10-01,444653.73654854967,416482.47371819674,599074.0808946852,444653.73654854967,444653.73654854967,0.01538964676296448,0.01538964676296448,0.01538964676296448,0.05714021564738576,0.05714021564738576,0.05714021564738576,-0.020562595655323087,-0.020562595655323087,-0.020562595655323087,0.13734341188413185,0.13734341188413185,0.13734341188413185,0.062313164539744365,0.062313164539744365,0.062313164539744365,0.0802031962367461,0.0802031962367461,0.0802031962367461,0.0,0.0,0.0,505723.9978331554
2020-11-01,453056.70023570076,444777.76288223924,628455.666019259,453056.70023570076,453056.70023570076,0.011244892250919132,0.011244892250919132,0.011244892250919132,0.0013437801695111856,0.0013437801695111856,0.0013437801695111856,-0.035992549999303666,-0.035992549999303666,-0.035992549999303666,0.18135026925032244,0.18135026925032244,0.18135026925032244,0.02609143791789572,0.02609143791789572,0.02609143791789572,0.18000648908081124,0.18000648908081124,0.18000648908081124,0.0,0.0,0.0,535218.6548091077
2020-12-01,461188.6005716924,462538.25551957317,643568.4441529437,461188.6005716924,461188.6005716924,0.01476775551586578,0.01476775551586578,0.01476775551586578,-0.0489259640223866,-0.0489259640223866,-0.0489259640223866,-0.09800641615403892,-0.09800641615403892,-0.09800641615403892,0.20123243898006068,0.20123243898006068,0.20123243898006068,0.03431269661578654,0.03431269661578654,0.03431269661578654,0.2501584030024473,0.2501584030024473,0.2501584030024473,0.0,0.0,0.0,553994.707494535
2021-01-01,469591.56425221695,565814.0410605471,747545.5663446898,469591.56425221695,469591.56425221695,0.016634091443462,0.016634091443462,0.016634091443462,-0.11535153215116087,-0.11535153215116087,-0.11535153215116087,-0.1693266485184363,-0.1693266485184363,-0.1693266485184363,0.40153139051618236,0.40153139051618236,0.40153139051618236,0.03734102492381341,0.03734102492381341,0.03734102492381341,0.5168829226673433,0.5168829226673433,0.5168829226673433,0.0,0.0,0.0,658147.3180210788
2021-02-01,477994.52794420574,655227.6421844171,832234.7003516692,477994.52794420574,477994.52794420574,0.017626114909868942,0.017626114909868942,0.017626114909868942,-0.07557963972682119,-0.07557963972682119,-0.07557963972682119,-0.12709776065322095,-0.12709776065322095,-0.12709776065322095,0.5563088759904491,0.5563088759904491,0.5563088759904491,0.033892006016530814,0.033892006016530814,0.033892006016530814,0.6318885157172702,0.6318885157172702,0.6318885157172702,0.0,0.0,0.0,743907.1265144321
