"level","fips","location","population","2017_01","2017_02","2017_03","2017_04","2017_05","2017_06","2017_07","2017_08","2017_09","2017_10","2017_11","2017_12","2018_01","2018_02","2018_03","2018_04","2018_05","2018_06","2018_07","2018_08","2018_09","2018_10","2018_11","2018_12","2019_01","2019_02","2019_03","2019_04","2019_05","2019_06","2019_07","2019_08","2019_09","2019_10","2019_11","2019_12","2020_01","2020_02","2020_03","2020_04","2020_05","2020_06","2020_07","2020_08","2020_09","2020_10","2020_11","2020_12","2021_01","2021_02","2021_03","2021_04","2021_05","2021_06","2021_07","2021_08","2021_09","2021_10","2021_11","2021_12","2022_01","2022_02","2022_03","2022_04","2022_05","2022_06","2022_07","2022_08"
"city","2404000","Baltimore, MD",614700,0.0652275181842345,0.0631164894014617,0.0621056691225675,0.0622655372595195,0.0617209883244021,0.0623555903289023,0.0649122649187472,0.068105020528082,0.0715320813441536,0.0708129551313065,0.070865141409816,0.0698010736983771,0.0688108045800236,0.0728231863898888,0.0737058545918809,0.0742312758453331,0.0729243549397687,0.0705508615114723,0.0686509482686496,0.0662452348927881,0.0658935518378822,0.0658697007378959,0.0669927984078168,0.0715887309961882,0.0748870047413466,0.0761428352056979,0.0762806075927658,0.0735356749226218,0.0711170979349182,0.0708063944467443,0.0705158148209017,0.0702857809497463,0.0711782575142878,0.0723221460058325,0.0731996712560591,0.073376746272393,0.0724455974195137,0.0713345481105228,0.07080761231254,0.0707095822326925,0.0705424615367012,0.070066378266802,0.0688320229826309,0.0673115274860859,0.0648351064851128,0.0618918476893224,0.0587917053300377,0.05589594637575,0.0537406802732063,0.0529883982090176,0.0529581593614235,0.0520623441369837,0.0505021522952647,0.0463773954948593,0.0398878275936877,0.0343219931613694,0.0300356685729102,0.0278171811684494,0.0284453667124041,0.0302171120085061,0.0322884873143081,0.0346393226651709,0.0369044594791331,0.0390814817698839,0.0414991813926933,0.0424312754895702,0.042928780644391,0.0426578291892202
"city","2205000","Baton Rouge, LA",225362,,,,,,,,,,,,,,,,,,,,,,,,,0.0770087622503076,0.0873911907036467,0.0958051084484444,0.104795610657119,0.113014521763633,0.114430054955445,0.113202099550638,0.110203211571288,0.106278173603143,0.102492780349648,0.103852201144491,0.10720305937291,0.111962176595819,0.113911417359334,0.108882543899651,0.104519809905293,0.0959315233340182,0.0890014029202022,0.0830582776273948,0.0752267916956375,0.0705270844977782,0.0672116023626663,0.0655928689312937,0.0647263265044998,0.0640861507915668,0.0631719155750933,0.0617772631002193,0.0580830752281299,0.0541457782144689,0.0500651334145658,0.0455306343261901,0.0421749570948584,0.0380649245311932,0.0342916116205086,0.0336198771284299,0.0347815928349806,0.0377826676814588,0.0413220370680646,0.0438188632589227,0.045814491775367,0.0480178587017212,0.0513749849997672,0.0538155855229406,0.0564012715486166
"city","4105350","Beaverton, OR",97012,,,,,,,,,,,,,,,,,,,,,,,,,0.0518125229077144,0.0510708018100499,0.0508021880296419,0.0481614384073943,0.0453978468406624,0.0453929975147008,0.0454598983717443,0.0504626192218966,0.0552078455727305,0.0592855331456025,0.0615010027656215,0.0595378950571701,0.0587421457915158,0.0556067744601473,0.0515488612081129,0.0480070332064475,0.0445091058428921,0.0416105371164786,0.0409234380349274,0.040793943176989,0.0404147477152483,0.0402850002309755,0.040134493556389,0.0403721910606034,0.0402256784498399,0.0397817271020683,0.0374602977140897,0.0327773833773948,0.0278380200329048,0.0234394962588861,0.0205132953444676,0.0197241115985719,0.021473318336125,0.0256452382746806,0.0308983587038837,0.035333258647203,0.0383116054858954,0.0392279565762282,0.0394399219600351,0.0397045890870872,0.0389709387999476,0.0378700846458181,0.0378710896883128,0.0381410354461324
"city","5305210","Bellevue, WA",142242,,,,,,,,,,,,,,0.0614477929988884,0.0569547483822764,0.0539372669206459,0.0520818628637565,0.0529109653729334,0.0544905289611297,0.0568176956642494,0.0632225430540247,0.0693177799506019,0.0729850172130574,0.0754131667347558,0.0740186105442178,0.070730361791662,0.0680688553574626,0.0639285619608925,0.0587506062489411,0.054719184885143,0.0529348500627131,0.0551892178431153,0.0598656286977915,0.0661637561980816,0.0686483116720427,0.066240178729101,0.0609941219837788,0.0524537521141995,0.0469324261587709,0.0468073684447118,0.050537300289889,0.0575265261006942,0.0660125203548373,0.0721825166543003,0.0768419475988298,0.0808330347136462,0.0820099193927416,0.0819667344661188,0.0809476705662649,0.0764904902132627,0.0711902595591735,0.0650608819019502,0.0570703184351488,0.0492439058065493,0.0422814733817152,0.0372243166206112,0.0365684905725382,0.0403236929112759,0.0449744966951615,0.0482883499874096,0.0489101789274476,0.0484002562440769,0.0470888048851887,0.0458907284019971,0.0448111887549886,0.0435786791198565,0.044576754581115,0.0476031752606356
"city","0107000","Birmingham, AL",212021,,,,,,,,,,,,,,,,,,,,0.0514421929984597,0.0494928705783404,0.0489895301257505,0.049341007645508,0.0516929377456727,0.055338734952434,0.0597748332471535,0.0623940045526088,0.0637911230530814,0.0628262922033117,0.058684926377279,0.0549731729285878,0.051444155600056,0.0536781929385559,0.0593476983540429,0.066449031697844,0.0701269662868885,0.0697298024926629,0.0671700974009311,0.064425598386,0.0660676793712416,0.0671754120946188,0.0667930015630567,0.0656555386205613,0.0636250069847767,0.0619307270052219,0.0623488797184517,0.0626714744390974,0.0614274439610416,0.0609795457213803,0.0647877975464228,0.0672948945962498,0.0702135743079921,0.0685166731731114,0.0598700656581234,0.0528623507009569,0.0467786656833601,0.0445058816200421,0.0443559184973455,0.0435983783368185,0.043138635557729,0.0435036050317865,0.0446338527965477,0.0462706787038493,0.0470707779524541,0.0472017333149633,0.0537392600592424,0.0618649550653331,0.0709760940630238
"city","1207300","Boca Raton, FL",95745,,,,,,,,,,,,,,,,0.104745549134611,0.107122616778148,0.107174779754485,0.103364153034738,0.0949063150225151,0.0871568908835907,0.0794438839377877,0.0727155787928974,0.068664816465839,0.0647451761933431,0.0626677735253625,0.0644420839486931,0.0685687531796491,0.0741099546481684,0.0813166686253226,0.0841718444225043,0.0832889451557915,0.0800179724958939,0.074003231805586,0.0683016960731918,0.0638889751478941,0.0620906864740734,0.0633373206453301,0.0679809528469878,0.0763337017231478,0.0829699678175684,0.0852294456430333,0.0826657451817005,0.0771406626246932,0.0714153622209092,0.0671804489903928,0.0639354318305935,0.061421035157923,0.0589714784469945,0.0588578380017131,0.060879114043604,0.0604260598536848,0.0580612907229442,0.0518004158860374,0.0443388689323624,0.0365830120887101,0.0318781586431278,0.0295404930171519,0.0280617843303201,0.0292121423782134,0.0320057975006314,0.0367110167464548,0.0434640737019916,0.0498237846567892,0.053004065003834,0.0550342924383381,0.0549760709308585,0.056212820346327
"city","2507000","Boston, MA",679413,,0.0895953435673163,0.0947654317131631,0.0970969267715297,0.105403826669318,0.104705228439517,0.0995378477496128,0.090812456777117,0.0817391841357347,0.071630449342932,0.0674881383977615,0.0671643680215133,0.0674042993879381,0.0669997212568166,0.0667919590094087,0.0656667128113719,0.0649008024870622,0.0642679955176265,0.0626056504863407,0.0600831772897321,0.0565779408421123,0.0532420196319453,0.0507251825641754,0.050447715219875,0.051366840305892,0.0527030023575988,0.0538309494637689,0.055707518488522,0.0582145415958376,0.0588320646333746,0.0596931783463319,0.0581146431567416,0.0554695243631838,0.0546965404827093,0.0540722830592478,0.0556054257097438,0.0576606833609271,0.0600886333537931,0.0650329881070163,0.0781340508294555,0.0989370426661215,0.120180806808438,0.138568653119213,0.149423180312228,0.152162287632493,0.15104481937336,0.146704688258121,0.13757732885423,0.12812027760471,0.119314056944021,0.112523778357042,0.106529553835589,0.0982456485393148,0.087471317068196,0.0754202209034224,0.0637641765527304,0.0546026040130183,0.0504788224808786,0.0493032016874237,0.0497454429933256,0.050309725888663,0.0509205712074897,0.052403672027177,0.0551835632590613,0.0590475929842078,0.0618309453472971,0.062257188205111,0.0595469823868332
"city","2511000","Cambridge, MA",115665,,,,,,,,,,,,,,,,0.0758553888054806,0.07736023879273,0.0805474653394304,0.0811502192153451,0.0800596850925679,0.0752012343280951,0.0706105021526778,0.0688032965578957,0.0717861249835484,0.0752812057274451,0.0773001652021634,0.0780226435766061,0.0762200965941518,0.0765427285754177,0.0789652291797474,0.0792621639978422,0.0776183698868892,0.0733586952682864,0.067359333793678,0.0643099836100253,0.0623829195385392,0.0620331606068551,0.063396104496735,0.0722396872568181,0.0895339740215423,0.112609700508716,0.134458656544637,0.14539202988224,0.146794880744213,0.142362464463055,0.137943755530902,0.135426872142247,0.130627027633994,0.123080740752083,0.114558611391381,0.106840979252408,0.100011521818179,0.0950056049730996,0.0860827803127607,0.0745647648530058,0.0647786632934678,0.0560201676376608,0.0525822285356007,0.0524799491877065,0.0545998037675324,0.0584725396172552,0.0620599225421101,0.0665438957965633,0.0717509060912633,0.074717607015152,0.0752588269104503,0.0740117173175817,0.0685057042976835
"city","4813024","Carrollton, TX",133438,,,,,,,,,,,,,,,,0.0598071639701456,0.0595229390023992,0.0582002030547084,0.0574578663723598,0.0560505465380121,0.0545547933224029,0.0551334129209613,0.056537725140908,0.0599747173435049,0.06209193218394,0.0624857282796372,0.0618329253115926,0.0588884643195643,0.0551002475612991,0.0513562827652459,0.0486473341454825,0.0464058237698638,0.0450867624061891,0.0457697411695652,0.0467489061689474,0.0472594819045331,0.0479902767496341,0.0485520592836752,0.0493797187625415,0.0522239183976512,0.0558200313985694,0.0583588189915021,0.0604730156749232,0.0629093079395483,0.0644984480395472,0.0650933754979335,0.0658884201161739,0.0648589385281431,0.0633330456349046,0.0610554403799313,0.0575563149399742,0.0519110256936643,0.045224937330098,0.0395933437728441,0.0333979728879912,0.0297997456345238,0.0282242557721477,0.0285233084640401,0.0325980468296576,0.0358799190155229,0.0385559229434477,0.0420495960288532,0.043064329380919,0.0449895047658556,0.0477258015385179,0.0485645076898266,0.0495053877196445,0.0511272693272976
"city","3710740","Cary, NC",163266,,,,,,,,,,,,0.066936915317373,0.068519511624664,0.070248921006328,0.0726028021969439,0.0753273575419915,0.0834892425465054,0.0919006176339823,0.0962299391410393,0.100135197398767,0.0976889840423367,0.0951116409268624,0.095259500842832,0.0956189933709511,0.0962461571035959,0.0961275014208576,0.094201409785414,0.0912936063944351,0.0895528601052767,0.0877352479084051,0.0852917512902441,0.0820711600234588,0.0782944751469033,0.0760186206804165,0.0765187766842508,0.0783911530463602,0.0808570282063141,0.081769139415797,0.0809530980976782,0.0807327004109842,0.0821221995354865,0.082516871275277,0.0817692884936247,0.0810351735738855,0.0803635557275878,0.0811489545695818,0.0829519745732953,0.0833475939754644,0.0800181307884226,0.0747233710487241,0.0702102050060074,0.0644575876739651,0.0592276616921061,0.0546364575689921,0.0487134898175509,0.0455116894357338,0.0433747721847621,0.0435340310397815,0.0452924504192266,0.0475813411416102,0.0482661812414613,0.0496376809844095,0.0505302037394777,0.0503480334860976,0.053298062482466,0.0567841133566798,0.0600134968374064,0.0627402845200264
"city","0412000","Chandler, AZ",248631,0.072091728600143,0.0733334211294507,0.0730492969984281,0.0714460360091617,0.0679665367803789,0.0627214356645944,0.058049522138304,0.0556984187738462,0.0555616876762926,0.0561761529863115,0.055955541466527,0.055267876933054,0.054497348327917,0.0540868598954176,0.0539627823036794,0.0542626770536686,0.0551111865614342,0.0557096791535576,0.0566203796531617,0.0557925059150873,0.0544406994311194,0.0536342963861845,0.0533372762926977,0.054390765302305,0.0553627120453629,0.0560228385350625,0.0569242686901374,0.0581180527197278,0.0584041251194704,0.0582506519734708,0.0581323852434464,0.0571077154335211,0.0569291904686292,0.0570239687878315,0.0561304514942516,0.0557940471903985,0.0557179878325408,0.0563288190909355,0.0576301020735715,0.0591963514496425,0.0602136231298985,0.0590343994540458,0.0562972252662302,0.0519417274856072,0.0475843196094963,0.0444348415107741,0.0459087441214441,0.0477912503276672,0.0490275236987178,0.0503727486732649,0.0475806912621094,0.0436418955420888,0.0398802724198128,0.0362436845664716,0.0330319943165424,0.0326121917715778,0.0343843416606947,0.0369930727684896,0.0406380130503851,0.0435046645612972,0.0457564114371005,0.048061677844584,0.0502230366960373,0.0521266791160464,0.0533409911103676,0.05397924861004,0.0540523964375369,0.0553820081448311
"city","4513330","Charleston, SC",133762,,,,,,,,,,,,,,,,,,,,0.118450844646246,0.114182022119323,0.112268113455969,0.113289729512351,0.112832120511931,0.111807253307028,0.110391429627141,0.10657635493991,0.104990780893483,0.101648937347304,0.0970551078215202,0.0946809906284819,0.0917770852921665,0.0922184342428538,0.0933439257351388,0.0990302457886545,0.107410351769088,0.115912441203573,0.124536276493649,0.130916481108409,0.138303144435635,0.141219848865718,0.140550859399582,0.133068575921151,0.119330442861071,0.108926964130823,0.10024749906048,0.0963561708924618,0.0986989610894273,0.0987982267609132,0.0982707960788071,0.0954904527371996,0.0861922747386637,0.0751732600530335,0.0650716215261162,0.0570710067440788,0.052470216321958,0.0504002971126815,0.0508455126426045,0.052968200028752,0.0561753332875877,0.0592073239212667,0.0603868130192985,0.0591819544616707,0.055895823914318,0.0527232362712769,0.0501748177627509,0.0499647976577778,0.050678864853386
"city","3712000","Charlotte, NC",841611,0.0801516668013573,0.0798120842485901,0.0793499823459773,0.0796301724602255,0.0789170675018485,0.0781879827714075,0.0775095096372415,0.0767937071196437,0.0768580985875459,0.0786458708792933,0.0808095966600854,0.0835626031480379,0.0861733943936452,0.0874103437158627,0.0873614306006136,0.0860635385583824,0.0846193968748921,0.0824533567657935,0.0813073718166109,0.0801420743705527,0.0796585403960574,0.0805034268012689,0.0812839336907881,0.0827245650012331,0.084643835448706,0.0858436050862929,0.0885135711609226,0.0911841767436659,0.0913855600681369,0.0906015407466763,0.088275052839303,0.0855551813779892,0.0851801509929014,0.0856827015049805,0.0883555326135111,0.0909940991898727,0.0929469058673543,0.0929117708408368,0.0905631888156025,0.0897247992128933,0.0885118729776806,0.0889914686564044,0.0892169278100755,0.0877828845810059,0.0860341743676296,0.0839575503108304,0.0820215205113447,0.0800077338314583,0.0776341331709535,0.0747262068288466,0.0712325365678296,0.0665197726981687,0.0618482826095792,0.0572562044559063,0.0529266268146213,0.0500588086968644,0.0479568667645878,0.0472112180476035,0.048307138289506,0.0499875373370659,0.0527437210424349,0.0556662923758662,0.0572856865410857,0.0579566406136378,0.0572197398392556,0.0562567318777896,0.0570639510103533,0.05856126603518
"city","4714000","Chattanooga, TN",177365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0784346100148808,0.0813852525450397,0.0874639067560418,0.0911974334089042,0.092792133505631,0.0915030167053445,0.0882485974868797,0.0870408738425612,0.0901446907862591,0.0958314479806455,0.0951216988986787,0.0884340298898691,0.077401440841153,0.0633739226826842,0.0536777871016509,0.0485050740236226,0.0473349289703408,0.0472100930535124,0.0495075103621705,0.0536031911241836,0.0541874644886852,0.0522070576719758,0.0472939413375964,0.0408630904382261,0.0352705189646383,0.031846165653276,0.0299058157010932,0.0279082186181473,0.0276962803529611,0.0284731918491097,0.0296145541248997,0.0317519530078059,0.033076474467075,0.0326688834013644,0.032393397156577,0.032461135943736,0.0333921515903649,0.0352342624995496
"city","1714000","Chicago, IL",2718555,0.0629231361643127,0.0623294000408522,0.0620328237019329,0.0638856364146914,0.0664611783170292,0.0695213567741223,0.0732338737538503,0.0755929749866483,0.0782853624805544,0.0788788807036227,0.0791826370212108,0.079078419208188,0.0784841812826152,0.0797646799980788,0.0811699860709655,0.0798918972051099,0.0766269545289344,0.0743607225458842,0.0709418165775774,0.0689381278874703,0.0678937511778806,0.0657996668772763,0.0640756877180607,0.0633957791765659,0.0620805594079424,0.061693320613804,0.0609379428810273,0.0597632523922006,0.0598374003131913,0.0594482627188314,0.0597936266276259,0.0600513453651135,0.0595766095663965,0.0581862183071819,0.0563662690425442,0.0555227885907675,0.0549245696765318,0.0548298783737137,0.0567763265311705,0.0595441670360931,0.0663735731353355,0.075305248752541,0.0836347267315401,0.0907126253728151,0.0940401415853148,0.0949694989595185,0.0938709058791418,0.0923800137087861,0.0897788958449215,0.0862108825746594,0.0827845255967822,0.077801301253061,0.0734528377709976,0.0702708077547688,0.0667805037092614,0.0633654319529424,0.0594754614986954,0.055577256746502,0.0526826225120715,0.0514506583082611,0.0516239663556786,0.052310696501151,0.0531011207788069,0.0535600395341978,0.0532208025045483,0.05295994386349,0.0526933913151075,0.0523718155948538
