county_name,county_name_state,state
Coffee,coffee_al,al
Concho,concho_tx,tx
Trimble,trimble_ky,ky
Sedgwick,sedgwick_co,co
Holmes,holmes_oh,oh
Harrison,harrison_oh,oh
Hoke,hoke_nc,nc
Walworth,walworth_wi,wi
Eagle,eagle_co,co
Martin,martin_tx,tx
Monroe,monroe_ms,ms
Harrison,harrison_ms,ms
Jackson,jackson_ms,ms
Kankakee,kankakee_il,il
St louis city,st louis city_mo,mo
Plumas,plumas_ca,ca
Noble,noble_in,in
Pike,pike_ky,ky
Haralson,haralson_ga,ga
Orange,orange_tx,tx
Caledonia,caledonia_vt,vt
Weakley,weakley_tn,tn
Arlington,arlington_va,va
Phillips,phillips_mt,mt
Murray,murray_ga,ga
New london,new london_ct,ct
Cole,cole_mo,mo
Crow wing,crow wing_mn,mn
Maricopa,maricopa_az,az
Bradley,bradley_ar,ar
Stanley,stanley_sd,sd
Colfax,colfax_ne,ne
Hood,hood_tx,tx
Corson,corson_sd,sd
Grady,grady_ga,ga
Bradley,bradley_tn,tn
Scott,scott_ar,ar
Norfolk,norfolk_ma,ma
Bonneville,bonneville_id,id
Hardin,hardin_oh,oh
Rensselaer,rensselaer_ny,ny
Alamosa,alamosa_co,co
Maury,maury_tn,tn
Kemper,kemper_ms,ms
Washington,washington_ky,ky
Culberson,culberson_tx,tx
Hart,hart_ga,ga
Liberty,liberty_mt,mt
Gogebic,gogebic_mi,mi
Choctaw,choctaw_al,al
Thayer,thayer_ne,ne
Athens,athens_oh,oh
Seminole,seminole_ok,ok
Payette,payette_id,id
Madison,madison_fl,fl
Frederick,frederick_va,va
Prince william,prince william_va,va
Atlantic,atlantic_nj,nj
Fayette,fayette_ia,ia
Forest,forest_pa,pa
Hamilton,hamilton_tn,tn
Kit carson,kit carson_co,co
Langlade,langlade_wi,wi
Pacific,pacific_wa,wa
Rawlins,rawlins_ks,ks
Grant,grant_nm,nm
Putnam,putnam_ny,ny
Anoka,anoka_mn,mn
Santa rosa,santa rosa_fl,fl
Madison,madison_tn,tn
Mercer,mercer_ky,ky
Dland,dland_mi,mi
Lafayette,lafayette_ar,ar
Bullitt,bullitt_ky,ky
Oconto,oconto_wi,wi
Salem city,salem city_va,va
Mackinac,mackinac_mi,mi
Lucas,lucas_oh,oh
Gilpin,gilpin_co,co
Clear creek,clear creek_co,co
Sumner,sumner_tn,tn
Hamilton,hamilton_ia,ia
Baltimore city,baltimore city_md,md
Petroleum,petroleum_mt,mt
Highlands,highlands_fl,fl
Logan,logan_il,il
Sandusky,sandusky_oh,oh
Middlesex,middlesex_ma,ma
Sequoyah,sequoyah_ok,ok
Lawrence,lawrence_ky,ky
Warren,warren_ny,ny
Oconee,oconee_sc,sc
Gaines,gaines_tx,tx
Ford,ford_il,il
Jefferson,jefferson_id,id
Surry,surry_nc,nc
Columbus,columbus_nc,nc
Steuben,steuben_in,in
Dade,dade_mo,mo
Macon,macon_nc,nc
Lowndes,lowndes_ga,ga
Otoe,otoe_ne,ne
Treasure,treasure_mt,mt
Lewis,lewis_id,id
Christian,christian_il,il
Hartford,hartford_ct,ct
Chariton,chariton_mo,mo
Gem,gem_id,id
Shasta,shasta_ca,ca
Sedgwick,sedgwick_ks,ks
Carroll,carroll_mo,mo
Lyon,lyon_ky,ky
Kent,kent_mi,mi
Polk,polk_ar,ar
Jackson,jackson_il,il
Terrell,terrell_tx,tx
Clarion,clarion_pa,pa
Wabash,wabash_in,in
Alcorn,alcorn_ms,ms
Calvert,calvert_md,md
Lucas,lucas_ia,ia
Webb,webb_tx,tx
Mart,mart_in,in
Nye,nye_nv,nv
Oneida,oneida_wi,wi
Essex,essex_ma,ma
St clair,st clair_mi,mi
Houston,houston_mn,mn
Caldwell,caldwell_mo,mo
Elmore,elmore_id,id
Washington,washington_ga,ga
Pepin,pepin_wi,wi
Hampden,hampden_ma,ma
Hopewell city,hopewell city_va,va
Mcpherson,mcpherson_sd,sd
Warren,warren_pa,pa
Boone,boone_in,in
Hancock,hancock_oh,oh
Putnam,putnam_il,il
Lawrence,lawrence_tn,tn
Burt,burt_ne,ne
San benito,san benito_ca,ca
Nelson,nelson_nd,nd
Wichita,wichita_tx,tx
Sorset,sorset_me,me
Madison,madison_oh,oh
Mason,mason_wa,wa
Knox,knox_mo,mo
Warren,warren_ky,ky
Ata,ata_ok,ok
Ida,ida_ia,ia
Sequatchie,sequatchie_tn,tn
Union,union_ia,ia
Hyde,hyde_sd,sd
Bedford,bedford_va,va
Lake,lake_mt,mt
Monroe,monroe_in,in
Muscogee,muscogee_ga,ga
Liberty,liberty_tx,tx
Cottonwood,cottonwood_mn,mn
Dawson,dawson_tx,tx
Fillmore,fillmore_ne,ne
Stark,stark_il,il
Crittenden,crittenden_ky,ky
Mion,mion_ar,ar
Danville city,danville city_va,va
Pocahontas,pocahontas_wv,wv
Hinds,hinds_ms,ms
Fannin,fannin_ga,ga
Noxubee,noxubee_ms,ms
Fairfax city,fairfax city_va,va
Edgecombe,edgecombe_nc,nc
Clark,clark_in,in
Laurens,laurens_ga,ga
Salt lake,salt lake_ut,ut
Aransas,aransas_tx,tx
Cache,cache_ut,ut
Bath,bath_va,va
Gilmer,gilmer_ga,ga
Aiken,aiken_sc,sc
Owsley,owsley_ky,ky
Lincoln,lincoln_ne,ne
Dade,dade_ga,ga
Lamoure,lamoure_nd,nd
Wells,wells_nd,nd
Cherokee,cherokee_sc,sc
Fayette,fayette_ga,ga
Sullivan,sullivan_nh,nh
Rowan,rowan_ky,ky
Turner,turner_ga,ga
Avery,avery_nc,nc
Burke,burke_ga,ga
Lagrange,lagrange_in,in
Lehigh,lehigh_pa,pa
Prairie,prairie_ar,ar
Dekalb,dekalb_mo,mo
Benton,benton_mn,mn
Glynn,glynn_ga,ga
Fulton,fulton_pa,pa
Southampton,southampton_va,va
Hamilton,hamilton_tx,tx
Polk,polk_mn,mn
Washington,washington_nc,nc
Charlotte,charlotte_fl,fl
Bergen,bergen_nj,nj
Bowman,bowman_nd,nd
Jefferson,jefferson_mt,mt
Harrison,harrison_tx,tx
Crane,crane_tx,tx
Alamae,alamae_nc,nc
Haskell,haskell_tx,tx
Macoupin,macoupin_il,il
Bastrop,bastrop_tx,tx
Philadelphia city,philadelphia city_pa,pa
Knox,knox_tx,tx
Taliaferro,taliaferro_ga,ga
Camp,camp_tx,tx
Harrison,harrison_in,in
Niobrara,niobrara_wy,wy
Grant,grant_mn,mn
Manassas park city,manassas park city_va,va
Clay,clay_sd,sd
Ah,ah_ut,ut
Leflore,leflore_ms,ms
Chase,chase_ks,ks
Deuel,deuel_ne,ne
Stokes,stokes_nc,nc
Pondera,pondera_mt,mt
Macon,macon_mo,mo
Tlapoosa,tlapoosa_al,al
Shelby,shelby_ia,ia
Faribault,faribault_mn,mn
Switzerland,switzerland_in,in
Adams,adams_nd,nd
Stephens,stephens_ga,ga
Hancock,hancock_il,il
Tladega,tladega_al,al
Kossuth,kossuth_ia,ia
Eastland,eastland_tx,tx
Nueces,nueces_tx,tx
Phelps,phelps_mo,mo
Garrard,garrard_ky,ky
Hot spring,hot spring_ar,ar
Hopkins,hopkins_ky,ky
Union,union_nc,nc
Albany,albany_wy,wy
Texas,texas_mo,mo
Baker,baker_or,or
Franklin,franklin_id,id
Essex,essex_ny,ny
Brooke,brooke_wv,wv
Monroe,monroe_ar,ar
Santa cruz,santa cruz_az,az
Westmoreland,westmoreland_pa,pa
Harlan,harlan_ky,ky
Klickitat,klickitat_wa,wa
Webster,webster_ga,ga
Divide,divide_nd,nd
Seminole,seminole_fl,fl
Mcintosh,mcintosh_nd,nd
Elliott,elliott_ky,ky
Grundy,grundy_mo,mo
Tom green,tom green_tx,tx
Pasquotank,pasquotank_nc,nc
Brookings,brookings_sd,sd
Prince george,prince george_va,va
Perry,perry_ar,ar
Grant,grant_ok,ok
Golden valley,golden valley_nd,nd
Nnebago,nnebago_wi,wi
Floyd,floyd_va,va
Bath,bath_ky,ky
Long,long_ga,ga
Platte,platte_wy,wy
Knox,knox_oh,oh
Northampton,northampton_pa,pa
Burlington,burlington_nj,nj
Wright,wright_ia,ia
Blair,blair_pa,pa
Tripp,tripp_sd,sd
Clatsop,clatsop_or,or
San francisco city,san francisco city_ca,ca
Gilliam,gilliam_or,or
Casey,casey_ky,ky
Harrison,harrison_wv,wv
Sherman,sherman_ne,ne
Monroe,monroe_wi,wi
Somerset,somerset_md,md
Renville,renville_mn,mn
Riverside,riverside_ca,ca
Snyder,snyder_pa,pa
Talbot,talbot_ga,ga
Dakota,dakota_ne,ne
Union,union_sc,sc
Liberty,liberty_ga,ga
Grand traverse,grand traverse_mi,mi
Columbia,columbia_ar,ar
Thurston,thurston_ne,ne
Macon,macon_tn,tn
Yuba,yuba_ca,ca
Matagorda,matagorda_tx,tx
Tippah,tippah_ms,ms
Jackson,jackson_nc,nc
Richardson,richardson_ne,ne
Dauphin,dauphin_pa,pa
Orleans,orleans_vt,vt
Yalobusha,yalobusha_ms,ms
Noble,noble_ok,ok
Genesee,genesee_mi,mi
Eaton,eaton_mi,mi
Douglas,douglas_il,il
Gordon,gordon_ga,ga
Daniels,daniels_mt,mt
Smyth,smyth_va,va
Wood,wood_tx,tx
Clay,clay_ar,ar
Orange,orange_fl,fl
Montgomery,montgomery_al,al
Gilmer,gilmer_wv,wv
Henderson,henderson_il,il
Clark,clark_oh,oh
Houston,houston_ga,ga
Chautauqua,chautauqua_ks,ks
Chippewa,chippewa_mi,mi
Black hawk,black hawk_ia,ia
Allen,allen_ks,ks
Onea,onea_id,id
Davie,davie_nc,nc
Laurel,laurel_ky,ky
Pierce,pierce_ne,ne
Pike,pike_ga,ga
Medina,medina_tx,tx
Wheatland,wheatland_mt,mt
Griggs,griggs_nd,nd
Humphreys,humphreys_ms,ms
Coffey,coffey_ks,ks
Logan,logan_ok,ok
Moody,moody_sd,sd
Jasper,jasper_il,il
Grant,grant_ks,ks
Bonner,bonner_id,id
Choun,choun_al,al
Greeley,greeley_ks,ks
Choctaw,choctaw_ms,ms
Kendall,kendall_tx,tx
Powhatan,powhatan_va,va
Wayne,wayne_ny,ny
Roosevelt,roosevelt_mt,mt
Wayne,wayne_ut,ut
Logan,logan_ky,ky
Morgan,morgan_co,co
Power,power_id,id
Pierce,pierce_wi,wi
Clarendon,clarendon_sc,sc
Fremont,fremont_id,id
Marshall,marshall_il,il
Wl,wl_il,il
Durham,durham_nc,nc
Wayne,wayne_mo,mo
Chester,chester_pa,pa
Emery,emery_ut,ut
Lowndes,lowndes_al,al
Palo alto,palo alto_ia,ia
Jay,jay_in,in
Dickinson,dickinson_ks,ks
Scott,scott_ky,ky
Teller,teller_co,co
Benton,benton_mo,mo
Braxton,braxton_wv,wv
Sevier,sevier_tn,tn
Talbot,talbot_md,md
Fremont,fremont_wy,wy
Edmunds,edmunds_sd,sd
Letcher,letcher_ky,ky
Iowa,iowa_wi,wi
Uintah,uintah_ut,ut
Bates,bates_mo,mo
Catoosa,catoosa_ga,ga
Columbia,columbia_ga,ga
Dane,dane_wi,wi
Orleans,orleans_ny,ny
Lake,lake_tn,tn
Traill,traill_nd,nd
Deuel,deuel_sd,sd
Greene,greene_va,va
Jenkins,jenkins_ga,ga
Lafayette,lafayette_mo,mo
Morgan,morgan_ut,ut
Monroe,monroe_ky,ky
Ramsey,ramsey_nd,nd
Mcduffie,mcduffie_ga,ga
Sheboygan,sheboygan_wi,wi
Schleicher,schleicher_tx,tx
Broome,broome_ny,ny
Itasca,itasca_mn,mn
Broomfield city,broomfield city_co,co
Clay,clay_in,in
Oliver,oliver_nd,nd
Cibola,cibola_nm,nm
Curry,curry_nm,nm
Dubuque,dubuque_ia,ia
Shelby,shelby_in,in
Sussex,sussex_va,va
Windsor,windsor_vt,vt
Humboldt,humboldt_ca,ca
Hardy,hardy_wv,wv
Claiborne,claiborne_ms,ms
Charles mix,charles mix_sd,sd
Davis,davis_ut,ut
Arthur,arthur_ne,ne
Churchill,churchill_nv,nv
Tift,tift_ga,ga
Berkeley,berkeley_sc,sc
Comanche,comanche_tx,tx
Gage,gage_ne,ne
Barrow,barrow_ga,ga
Mineral,mineral_wv,wv
Nuckolls,nuckolls_ne,ne
Tuscola,tuscola_mi,mi
Sarpy,sarpy_ne,ne
Elbert,elbert_co,co
Josephine,josephine_or,or
Washington,washington_tn,tn
Freeborn,freeborn_mn,mn
Dona ana,dona ana_nm,nm
Jessamine,jessamine_ky,ky
Knox,knox_in,in
Scott,scott_mo,mo
Cannon,cannon_tn,tn
Montgomery,montgomery_oh,oh
Calloway,calloway_ky,ky
Phillips,phillips_ks,ks
Colfax,colfax_nm,nm
Cleveland,cleveland_ar,ar
Washington,washington_pa,pa
Caswell,caswell_nc,nc
Obion,obion_tn,tn
Stilla,stilla_co,co
Morgan,morgan_ky,ky
Mcminn,mcminn_tn,tn
Robeson,robeson_nc,nc
Macon,macon_al,al
Lenawee,lenawee_mi,mi
Swain,swain_nc,nc
Baca,baca_co,co
Bell,bell_ky,ky
Richland,richland_wi,wi
Yakima,yakima_wa,wa
Columbiana,columbiana_oh,oh
Kalkaska,kalkaska_mi,mi
Winnebago,winnebago_il,il
Woodbury,woodbury_ia,ia
Ocean,ocean_nj,nj
Bamberg,bamberg_sc,sc
Caribou,caribou_id,id
Sumter,sumter_sc,sc
Titus,titus_tx,tx
Morgan,morgan_oh,oh
Otero,otero_nm,nm
Natrona,natrona_wy,wy
Ionia,ionia_mi,mi
Mingo,mingo_wv,wv
Clay,clay_ia,ia
Santa fe,santa fe_nm,nm
Jackson,jackson_ga,ga
Boundary,boundary_id,id
Dickinson,dickinson_mi,mi
Marshall,marshall_sd,sd
Anderson,anderson_ks,ks
Rutherford,rutherford_nc,nc
Blue earth,blue earth_mn,mn
Scott,scott_mn,mn
Ouachita,ouachita_ar,ar
Linln,linln_co,co
Rains,rains_tx,tx
Fairfield,fairfield_oh,oh
Indian river,indian river_fl,fl
Washita,washita_ok,ok
Dallam,dallam_tx,tx
Buckingham,buckingham_va,va
Livingston,livingston_mi,mi
Crawford,crawford_ga,ga
Cass,cass_in,in
Nash,nash_nc,nc
Nolan,nolan_tx,tx
Poinsett,poinsett_ar,ar
Caldwell,caldwell_ky,ky
Red willow,red willow_ne,ne
Marion,marion_in,in
Charles city,charles city_va,va
Miller,miller_ar,ar
Campbell,campbell_wy,wy
Millard,millard_ut,ut
Decatur,decatur_ia,ia
Custer,custer_ne,ne
Chickasaw,chickasaw_ia,ia
Stanly,stanly_nc,nc
Stearns,stearns_mn,mn
Franklin,franklin_fl,fl
Winnebago,winnebago_ia,ia
Benson,benson_nd,nd
Massac,massac_il,il
Kanawha,kanawha_wv,wv
Menonee,menonee_mi,mi
Lyon,lyon_nv,nv
Franklin,franklin_va,va
Story,story_ia,ia
Kingman,kingman_ks,ks
Whitley,whitley_ky,ky
Kennebec,kennebec_me,me
Hamblen,hamblen_tn,tn
Harnett,harnett_nc,nc
Reeves,reeves_tx,tx
Chicot,chicot_ar,ar
Claiborne,claiborne_tn,tn
Clinton,clinton_il,il
Roo,roo_ks,ks
Franklin,franklin_tn,tn
Benzie,benzie_mi,mi
Humboldt,humboldt_nv,nv
St clair,st clair_il,il
Adair,adair_ok,ok
Lincoln,lincoln_nm,nm
Collingsworth,collingsworth_tx,tx
Newton,newton_ga,ga
Washington,washington_ri,ri
Cape may,cape may_nj,nj
Callaway,callaway_mo,mo
Grant,grant_wv,wv
Jo daviess,jo daviess_il,il
Buchanan,buchanan_ia,ia
Metcalfe,metcalfe_ky,ky
Pie,pie_ut,ut
Henry,henry_al,al
Merrimack,merrimack_nh,nh
Appling,appling_ga,ga
Foard,foard_tx,tx
Alachua,alachua_fl,fl
Kansas,kansas_ar,ar
Grenada,grenada_ms,ms
Johnson,johnson_ar,ar
Pleasants,pleasants_wv,wv
Madison,madison_ky,ky
Auglaize,auglaize_oh,oh
Prowers,prowers_co,co
San bernardino,san bernardino_ca,ca
Midland,midland_tx,tx
Fall river,fall river_sd,sd
Franklin,franklin_al,al
Hood river,hood river_or,or
Johnston,johnston_ok,ok
Carter,carter_tn,tn
Manistee,manistee_mi,mi
Daviess,daviess_ky,ky
Winchester city,winchester city_va,va
Osceola,osceola_fl,fl
Jefferson,jefferson_wa,wa
Yellowstone,yellowstone_mt,mt
Morgan,morgan_wv,wv
Martin,martin_fl,fl
Monroe,monroe_tn,tn
Parmer,parmer_tx,tx
Smith,smith_ms,ms
Travis,travis_tx,tx
Manassas city,manassas city_va,va
Stanton,stanton_ks,ks
Montgomery,montgomery_pa,pa
Boulder,boulder_co,co
Tehama,tehama_ca,ca
Lake,lake_fl,fl
Franklin,franklin_vt,vt
Judith basin,judith basin_mt,mt
Ritchie,ritchie_wv,wv
Harris,harris_ga,ga
Meagher,meagher_mt,mt
Warrick,warrick_in,in
Lawrence,lawrence_ms,ms
St louis,st louis_mn,mn
Oscoda,oscoda_mi,mi
Berkshire,berkshire_ma,ma
Sampson,sampson_nc,nc
Rgan,rgan_mo,mo
King william,king william_va,va
Otter tail,otter tail_mn,mn
Chesterfield,chesterfield_sc,sc
Polk,polk_mo,mo
Camden,camden_nc,nc
Richmond,richmond_nc,nc
Frontier,frontier_ne,ne
Richland,richland_sc,sc
Sherman,sherman_ks,ks
Eddy,eddy_nm,nm
El paso,el paso_co,co
Jackson,jackson_al,al
Charlottesville city,charlottesville city_va,va
Cherokee,cherokee_ks,ks
Starr,starr_tx,tx
Bexar,bexar_tx,tx
Sheridan,sheridan_ks,ks
Hendry,hendry_fl,fl
Lake,lake_co,co
Teton,teton_wy,wy
Trinity,trinity_ca,ca
Pike,pike_in,in
Forrest,forrest_ms,ms
Hancock,hancock_ky,ky
Thomas,thomas_ks,ks
Lee,lee_ia,ia
Brown,brown_oh,oh
Brazos,brazos_tx,tx
White,white_ar,ar
Westmoreland,westmoreland_va,va
Greenwood,greenwood_ks,ks
Hancock,hancock_ky,ky
Franklin,franklin_pa,pa
Richland,richland_mt,mt
Benton,benton_tn,tn
Dickinson,dickinson_ia,ia
Baltimore,baltimore_md,md
Schuylkill,schuylkill_pa,pa
Carter,carter_mo,mo
Tama,tama_ia,ia
Dooly,dooly_ga,ga
Ziebach,ziebach_sd,sd
San luis obispo,san luis obispo_ca,ca
Coleman,coleman_tx,tx
Pickens,pickens_ga,ga
Gray,gray_ks,ks
Hardee,hardee_fl,fl
Eddy,eddy_nd,nd
Pope,pope_il,il
Powell,powell_ky,ky
Allegany,allegany_md,md
Rio grande,rio grande_co,co
Greenbrier,greenbrier_wv,wv
Real,real_tx,tx
Audubon,audubon_ia,ia
Nassau,nassau_fl,fl
Polk,polk_fl,fl
Mineral,mineral_nv,nv
Davidson,davidson_nc,nc
Lyon,lyon_ks,ks
Pendleton,pendleton_wv,wv
Atchison,atchison_mo,mo
Motley,motley_tx,tx
Bingham,bingham_id,id
Val verde,val verde_tx,tx
Pennington,pennington_sd,sd
San jacinto,san jacinto_tx,tx
Pipestone,pipestone_mn,mn
Trego,trego_ks,ks
Walton,walton_ga,ga
Jefferson,jefferson_mo,mo
Craig,craig_va,va
Smith,smith_ks,ks
Tuscoosa,tuscoosa_al,al
Campbell,campbell_ky,ky
Washington,washington_or,or
Marshall,marshall_wv,wv
Menominee,menominee_wi,wi
Butte,butte_sd,sd
Lafayette,lafayette_ms,ms
Screven,screven_ga,ga
Lafayette,lafayette_fl,fl
Bay,bay_fl,fl
Champaign,champaign_il,il
Taylor,taylor_tx,tx
Carver,carver_mn,mn
Terrell,terrell_ga,ga
Slope,slope_nd,nd
Jack,jack_tx,tx
Major,major_ok,ok
Juab,juab_ut,ut
Bstol,bstol_ri,ri
Floyd,floyd_ga,ga
Fergus,fergus_mt,mt
Armstrong,armstrong_tx,tx
Putnam,putnam_ga,ga
Dewey,dewey_sd,sd
Tucker,tucker_wv,wv
Morris,morris_tx,tx
Clarke,clarke_va,va
Palm beach,palm beach_fl,fl
Dutchess,dutchess_ny,ny
Rowan,rowan_nc,nc
Harrisonburg city,harrisonburg city_va,va
Benton,benton_ar,ar
Jackson,jackson_ok,ok
Orange,orange_ca,ca
Chesapeake city,chesapeake city_va,va
Dawson,dawson_ga,ga
Shelby,shelby_mo,mo
Watonwan,watonwan_mn,mn
Greene,greene_il,il
Douglas,douglas_mn,mn
Cooper,cooper_mo,mo
Lincoln,lincoln_tn,tn
Mclean,mclean_il,il
Marion,marion_tx,tx
Butte,butte_id,id
Keokuk,keokuk_ia,ia
Glacier,glacier_mt,mt
Honolulu city,honolulu city_hi,hi
Deschutes,deschutes_or,or
Hickman,hickman_tn,tn
Marshall,marshall_ks,ks
Boone,boone_ia,ia
Lexington,lexington_sc,sc
Pike,pike_mo,mo
Grimes,grimes_tx,tx
Roane,roane_wv,wv
Levy,levy_fl,fl
Manitowoc,manitowoc_wi,wi
Chester,chester_sc,sc
Scotland,scotland_mo,mo
Rockingham,rockingham_va,va
Haskell,haskell_ok,ok
Adams,adams_ia,ia
Putnam,putnam_in,in
Bulloch,bulloch_ga,ga
Wilson,wilson_tn,tn
Webster,webster_wv,wv
Mitchell,mitchell_ia,ia
Caldwell,caldwell_tx,tx
Morgan,morgan_tn,tn
Shelby,shelby_oh,oh
Washtenaw,washtenaw_mi,mi
Karnes,karnes_tx,tx
Fremont,fremont_ia,ia
Monroe,monroe_ny,ny
Hayes,hayes_ne,ne
Dundy,dundy_ne,ne
Queens,queens_ny,ny
Nassau,nassau_ny,ny
Wabaunsee,wabaunsee_ks,ks
Hamilton,hamilton_ne,ne
Seminole,seminole_ga,ga
Stevens,stevens_ks,ks
Buchanan,buchanan_mo,mo
Tazewell,tazewell_il,il
Wallowa,wallowa_or,or
Rush,rush_in,in
Huntgton,huntgton_in,in
Pulaski,pulaski_ky,ky
Wayne,wayne_wv,wv
Camden,camden_nj,nj
Quitman,quitman_ga,ga
Robertson,robertson_tn,tn
Bradford,bradford_pa,pa
Rabun,rabun_ga,ga
Leslie,leslie_ky,ky
Ogemaw,ogemaw_mi,mi
Macon,macon_ga,ga
Shawnee,shawnee_ks,ks
Castro,castro_tx,tx
Robertson,robertson_tx,tx
Cooke,cooke_tx,tx
Lawrence,lawrence_oh,oh
Vernon,vernon_wi,wi
Mcnairy,mcnairy_tn,tn
Prentiss,prentiss_ms,ms
Pulaski,pulaski_va,va
Pickens,pickens_al,al
Shackelford,shackelford_tx,tx
Botetourt,botetourt_va,va
Sabine,sabine_tx,tx
Lee,lee_ga,ga
Jasper,jasper_ms,ms
Carroll,carroll_va,va
Gratiot,gratiot_mi,mi
Cortland,cortland_ny,ny
Sherman,sherman_tx,tx
Henry,henry_ia,ia
Bannock,bannock_id,id
Pontotoc,pontotoc_ms,ms
Lewis,lewis_ky,ky
Clark,clark_wa,wa
Curry,curry_or,or
Attala,attala_ms,ms
Rusk,rusk_wi,wi
Steele,steele_nd,nd
Ashland,ashland_wi,wi
Coke,coke_tx,tx
Waukesha,waukesha_wi,wi
Berkeley,berkeley_wv,wv
Creek,creek_ok,ok
Lancaster,lancaster_sc,sc
White,white_tn,tn
Brunswick,brunswick_nc,nc
Robertson,robertson_ky,ky
Thurston,thurston_wa,wa
Oceana,oceana_mi,mi
Monmouth,monmouth_nj,nj
Garvin,garvin_ok,ok
Randolph,randolph_nc,nc
Way,way_ne,ne
Yuma,yuma_az,az
Breathitt,breathitt_ky,ky
Fuskee,fuskee_ok,ok
Price,price_wi,wi
Goodhue,goodhue_mn,mn
Loudoun,loudoun_va,va
York,york_me,me
Amador,amador_ca,ca
Heard,heard_ga,ga
Bedford city va,bedford city va_(discontinued),(discontinued)
Jewell,jewell_ks,ks
Waller,waller_tx,tx
Monroe,monroe_wv,wv
Rankin,rankin_ms,ms
Gillespie,gillespie_tx,tx
Poweshiek,poweshiek_ia,ia
Shoshone,shoshone_id,id
Roanoke city,roanoke city_va,va
Hampton city,hampton city_va,va
Greene,greene_al,al
Kaufman,kaufman_tx,tx
Winston,winston_al,al
Brown,brown_ne,ne
Union,union_ga,ga
Ohio,ohio_in,in
Valley,valley_mt,mt
Marion,marion_oh,oh
Lavaca,lavaca_tx,tx
Alexandria city,alexandria city_va,va
Polk,polk_or,or
Grays harbor,grays harbor_wa,wa
Wood,wood_oh,oh
Douglas,douglas_nv,nv
Grant,grant_ar,ar
Jackson,jackson_ia,ia
Louisa,louisa_ia,ia
Knox,knox_tn,tn
Carlton,carlton_mn,mn
Montgomery,montgomery_ks,ks
Brown,brown_ks,ks
Adair,adair_ia,ia
Shiawassee,shiawassee_mi,mi
Richmond,richmond_ny,ny
Menard,menard_il,il
Greene,greene_oh,oh
Terry,terry_tx,tx
Granville,granville_nc,nc
Bristol,bristol_ma,ma
Gosper,gosper_ne,ne
Berrien,berrien_mi,mi
Cumberland,cumberland_tn,tn
St croix,st croix_wi,wi
Suffolk,suffolk_ma,ma
Lawrence,lawrence_mo,mo
Sali,sali_ne,ne
Washington,washington_ny,ny
Pittsylnia,pittsylnia_va,va
Moore,moore_tn,tn
Florence,florence_wi,wi
Platte,platte_mo,mo
Ellsworth,ellsworth_ks,ks
Presidio,presidio_tx,tx
Montezuma,montezuma_co,co
Somervell,somervell_tx,tx
Eau claire,eau claire_wi,wi
Boyd,boyd_ne,ne
Belmont,belmont_oh,oh
Ada,ada_id,id
Madison,madison_ny,ny
Dent,dent_mo,mo
Portsmouth city,portsmouth city_va,va
Middlesex,middlesex_va,va
Cass,cass_mn,mn
Yellow medicine,yellow medicine_mn,mn
Taylor,taylor_ky,ky
Simpson,simpson_ky,ky
Placer,placer_ca,ca
Osborne,osborne_ks,ks
Drew,drew_ar,ar
Winkler,winkler_tx,tx
Logan,logan_ne,ne
Yaey,yaey_nc,nc
Iron,iron_mo,mo
Maries,maries_mo,mo
Stone,stone_mo,mo
Custer,custer_id,id
Clinton,clinton_oh,oh
Orange,orange_va,va
Johnson,johnson_in,in
Fayette,fayette_il,il
Lynn,lynn_tx,tx
Marion,marion_fl,fl
Barber,barber_ks,ks
Kandiyohi,kandiyohi_mn,mn
Susquehanna,susquehanna_pa,pa
Owen,owen_in,in
Warren,warren_ms,ms
Darlington,darlington_sc,sc
Dickey,dickey_nd,nd
Hudson,hudson_nj,nj
Geary,geary_ks,ks
Pierce,pierce_nd,nd
Cleveland,cleveland_ok,ok
Mariposa,mariposa_ca,ca
Lee,lee_ms,ms
Schenectady,schenectady_ny,ny
Upton,upton_tx,tx
Cabarrus,cabarrus_nc,nc
Monroe,monroe_ga,ga
Ripley,ripley_mo,mo
Schoolcraft,schoolcraft_mi,mi
Jefferson,jefferson_ia,ia
Shenandoah,shenandoah_va,va
Greer,greer_ok,ok
Webster,webster_ky,ky
Williamsburg,williamsburg_sc,sc
Moultrie,moultrie_il,il
Clay,clay_tn,tn
Lake,lake_sd,sd
Bristol city,bristol city_va,va
Woodford,woodford_il,il
Jerome,jerome_id,id
Franklin,franklin_ky,ky
Cerro gordo,cerro gordo_ia,ia
Alexander,alexander_nc,nc
Lake,lake_in,in
Mercer,mercer_pa,pa
Carroll,carroll_oh,oh
Floyd,floyd_ky,ky
Gooding,gooding_id,id
Navajo,navajo_az,az
Erie,erie_pa,pa
Hillsborough,hillsborough_fl,fl
Greene,greene_in,in
Brooks,brooks_tx,tx
Coffee,coffee_ga,ga
Riley,riley_ks,ks
Peoria,peoria_il,il
Bailey,bailey_tx,tx
Lauderdale,lauderdale_ms,ms
Ohio,ohio_wv,wv
Westchester,westchester_ny,ny
Putnam,putnam_mo,mo
Pulaski,pulaski_mo,mo
Obrien,obrien_ia,ia
Boone,boone_wv,wv
Yavapai,yavapai_az,az
Fayette,fayette_wv,wv
Tazewell,tazewell_va,va
Miami,miami_in,in
Cameron,cameron_pa,pa
Mcdonough,mcdonough_il,il
Dodge,dodge_ne,ne
Pinal,pinal_az,az
