county_name,county_name_state,state
Stanislaus,stanislaus_ca,ca
Franklin,franklin_wa,wa
Wayne,wayne_ga,ga
Blai,blai_ne,ne
Glasscock,glasscock_tx,tx
Jasper,jasper_sc,sc
Webster,webster_mo,mo
Washburn,washburn_wi,wi
Carlisle,carlisle_ky,ky
Lac qui parle,lac qui parle_mn,mn
Petersburg city,petersburg city_va,va
Bayfield,bayfield_wi,wi
Wilkinson,wilkinson_ms,ms
Cass,cass_mi,mi
Huron,huron_oh,oh
Candler,candler_ga,ga
Mecklenburg,mecklenburg_va,va
Galax city,galax city_va,va
Nicholas,nicholas_wv,wv
Leelanau,leelanau_mi,mi
Boyd,boyd_ky,ky
Bay,bay_mi,mi
Bollinger,bollinger_mo,mo
Hardin,hardin_il,il
Cimarron,cimarron_ok,ok
Ravalli,ravalli_mt,mt
Kearny,kearny_ks,ks
Alleghany,alleghany_va,va
Goochland,goochland_va,va
Bell,bell_tx,tx
Trempealeau,trempealeau_wi,wi
Ray,ray_mo,mo
Kidder,kidder_nd,nd
Muscatine,muscatine_ia,ia
Osage,osage_mo,mo
Delta,delta_co,co
Tyler,tyler_wv,wv
Mcintosh,mcintosh_ga,ga
Louisa,louisa_va,va
Cambria,cambria_pa,pa
Comanche,comanche_ok,ok
Saginaw,saginaw_mi,mi
Daviess,daviess_mo,mo
Gasconade,gasconade_mo,mo
Washington,washington_wi,wi
Hill,hill_tx,tx
Linn,linn_mo,mo
Benton,benton_in,in
Duval,duval_fl,fl
Washington,washington_fl,fl
Escambia,escambia_al,al
Calhoun,calhoun_ar,ar
Pulaski,pulaski_il,il
Chautauqua,chautauqua_ny,ny
Grant,grant_ne,ne
Wichita,wichita_ks,ks
Pine,pine_mn,mn
Dodge,dodge_mn,mn
Clayton,clayton_ia,ia
Los angeles,los angeles_ca,ca
Morris,morris_ks,ks
Buena vista,buena vista_ia,ia
Perry,perry_pa,pa
Monroe,monroe_al,al
Okanogan,okanogan_wa,wa
Pettis,pettis_mo,mo
Mercer,mercer_nd,nd
Washington,washington_ar,ar
Johnson,johnson_wy,wy
Sauk,sauk_wi,wi
Pickens,pickens_sc,sc
Pembina,pembina_nd,nd
Carroll,carroll_ga,ga
Schuyler,schuyler_ny,ny
Snohomish,snohomish_wa,wa
Hanson,hanson_sd,sd
Clay,clay_ks,ks
Harrison,harrison_ky,ky
Jones,jones_nc,nc
Runnels,runnels_tx,tx
Union,union_il,il
Kosciusko,kosciusko_in,in
Hickman,hickman_ky,ky
Lane,lane_ks,ks
Jackson,jackson_tn,tn
Mora,mora_nm,nm
Dorchester,dorchester_sc,sc
Conecuh,conecuh_al,al
Carter,carter_ok,ok
Decatur,decatur_ks,ks
Billings,billings_nd,nd
Ransom,ransom_nd,nd
Madison,madison_ga,ga
Humphreys,humphreys_tn,tn
Fauquier,fauquier_va,va
Greenlee,greenlee_az,az
Williamsburg city,williamsburg city_va,va
Solano,solano_ca,ca
Morton,morton_nd,nd
Dekalb,dekalb_tn,tn
Presque isle,presque isle_mi,mi
Grant,grant_sd,sd
Washington,washington_co,co
Chittenden,chittenden_vt,vt
Crook,crook_or,or
Wise,wise_va,va
Muskogee,muskogee_ok,ok
Dinwiddie,dinwiddie_va,va
Keya paha,keya paha_ne,ne
Davidson,davidson_tn,tn
Knox,knox_ne,ne
Yazoo,yazoo_ms,ms
Walsh,walsh_nd,nd
Campbell,campbell_va,va
Sandoval,sandoval_nm,nm
Blount,blount_tn,tn
Custer,custer_sd,sd
Orange,orange_in,in
Adams,adams_in,in
Ada,ada_ms,ms
Summers,summers_wv,wv
Todd,todd_mn,mn
Randolph,randolph_wv,wv
Green,green_ky,ky
Duval,duval_tx,tx
Jenngs,jenngs_in,in
Warren,warren_mo,mo
Minoka,minoka_id,id
De witt,de witt_il,il
Fulton,fulton_ar,ar
Wood,wood_wi,wi
Greene,greene_mo,mo
Lander,lander_nv,nv
Barry,barry_mi,mi
Shelby,shelby_tn,tn
Des moines,des moines_ia,ia
Alba,alba_ny,ny
Dixon,dixon_ne,ne
Chambers,chambers_tx,tx
Worth,worth_ia,ia
Latimer,latimer_ok,ok
Appanoose,appanoose_ia,ia
Butler,butler_oh,oh
Harmon,harmon_ok,ok
Northampton,northampton_nc,nc
Seneca,seneca_oh,oh
Madison,madison_va,va
Jasper,jasper_ga,ga
Ralls,ralls_mo,mo
Boone,boone_mo,mo
Liberty,liberty_fl,fl
Portage,portage_wi,wi
Livingston,livingston_mo,mo
Oglala lakota,oglala lakota_sd,sd
Ben hill,ben hill_ga,ga
Jackson,jackson_mn,mn
Graves,graves_ky,ky
Scotland,scotland_nc,nc
Pearl river,pearl river_ms,ms
Missoula,missoula_mt,mt
Summit,summit_ut,ut
Escambia,escambia_fl,fl
Stanton,stanton_ne,ne
Dearborn,dearborn_in,in
Cook,cook_ga,ga
Amite,amite_ms,ms
Park,park_co,co
Lynchburg city,lynchburg city_va,va
Randolph,randolph_ar,ar
Mckenzie,mckenzie_nd,nd
Ottawa,ottawa_oh,oh
Sanilac,sanilac_mi,mi
Bent,bent_co,co
Adams,adams_il,il
Wise,wise_tx,tx
Otsego,otsego_mi,mi
Ntgomery,ntgomery_mo,mo
Keary,keary_ne,ne
Edwards,edwards_ks,ks
Kinney,kinney_tx,tx
Gregory,gregory_sd,sd
Clay,clay_nc,nc
Taylor,taylor_ia,ia
Keith,keith_ne,ne
Washington,washington_va,va
Cochise,cochise_az,az
Allen,allen_ky,ky
Carroll,carroll_tn,tn
Texas,texas_ok,ok
Dunklin,dunklin_mo,mo
Luce,luce_mi,mi
Aho,aho_id,id
Gulf,gulf_fl,fl
Whitman,whitman_wa,wa
Clearwater,clearwater_id,id
Hill,hill_mt,mt
Marinette,marinette_wi,wi
Newberry,newberry_sc,sc
Colquitt,colquitt_ga,ga
Austin,austin_tx,tx
Jones,jones_ms,ms
Orange,orange_ny,ny
Tarrant,tarrant_tx,tx
Douglas,douglas_mo,mo
Barnwell,barnwell_sc,sc
Sac,sac_ia,ia
Hartley,hartley_tx,tx
Fulton,fulton_ny,ny
Franklin city,franklin city_va,va
Johnson,johnson_mo,mo
Yates,yates_ny,ny
Logan,logan_ar,ar
Sullivan,sullivan_pa,pa
Burke,burke_nc,nc
Mccreary,mccreary_ky,ky
Clarke,clarke_ms,ms
Mulgee,mulgee_ok,ok
Tooele,tooele_ut,ut
La crosse,la crosse_wi,wi
Lake,lake_mi,mi
Rio blan,rio blan_co,co
Woodward,woodward_ok,ok
Imperial,imperial_ca,ca
Polk,polk_wi,wi
Hardin,hardin_tn,tn
Rockcastle,rockcastle_ky,ky
Salem,salem_nj,nj
Lubbock,lubbock_tx,tx
Goshen,goshen_wy,wy
Whatcom,whatcom_wa,wa
Grand isle,grand isle_vt,vt
Door,door_wi,wi
Watauga,watauga_nc,nc
Franklin,franklin_oh,oh
Vermillion,vermillion_in,in
Marquette,marquette_mi,mi
Loving,loving_tx,tx
Sanders,sanders_mt,mt
Monroe,monroe_ia,ia
Clton,clton_in,in
Love,love_ok,ok
Koochiching,koochiching_mn,mn
Perry,perry_mo,mo
Carroll,carroll_nh,nh
Mille lacs,mille lacs_mn,mn
Neosho,neosho_ks,ks
Stephenson,stephenson_il,il
Collin,collin_tx,tx
Gallatin,gallatin_mt,mt
Cocke,cocke_tn,tn
King,king_tx,tx
Big horn,big horn_wy,wy
Cassia,cassia_id,id
Greene,greene_ar,ar
Anson,anson_nc,nc
Brazoria,brazoria_tx,tx
Polk,polk_tx,tx
Greeley,greeley_ne,ne
Jefferson,jefferson_ms,ms
Stoddard,stoddard_mo,mo
Marshall,marshall_ok,ok
Saunders,saunders_ne,ne
Weston,weston_wy,wy
Golden valley,golden valley_mt,mt
Stark,stark_nd,nd
Benewah,benewah_id,id
Saluda,saluda_sc,sc
Mountrail,mountrail_nd,nd
Williams,williams_oh,oh
Ingham,ingham_mi,mi
Wyandot,wyandot_oh,oh
Alcona,alcona_mi,mi
Lamb,lamb_tx,tx
Northumberland,northumberland_pa,pa
Monroe,monroe_fl,fl
Jim wells,jim wells_tx,tx
Atkinson,atkinson_ga,ga
Union,union_nm,nm
Lowndes,lowndes_ms,ms
Ontonagon,ontonagon_mi,mi
White,white_ga,ga
Putnam,putnam_fl,fl
Sullivan,sullivan_mo,mo
Briscoe,briscoe_tx,tx
White,white_il,il
Rusk,rusk_tx,tx
Seward,seward_ks,ks
Indiana,indiana_pa,pa
Cayuga,cayuga_ny,ny
Lincoln,lincoln_ar,ar
Prairie,prairie_mt,mt
Hubbard,hubbard_mn,mn
Napa,napa_ca,ca
Alpine,alpine_ca,ca
Dallas,dallas_tx,tx
Stewart,stewart_ga,ga
Glades,glades_fl,fl
Brown,brown_in,in
Stone,stone_ar,ar
Greensville,greensville_va,va
Cheree,cheree_ok,ok
Kerr,kerr_tx,tx
Roane,roane_tn,tn
Freestone,freestone_tx,tx
Wliamson,wliamson_il,il
Gila,gila_az,az
Volusia,volusia_fl,fl
San augustine,san augustine_tx,tx
Cumberland,cumberland_nc,nc
Henrico,henrico_va,va
Yankton,yankton_sd,sd
Yadkin,yadkin_nc,nc
De,de_al,al
Hardin,hardin_tx,tx
Raleigh,raleigh_wv,wv
Pueblo,pueblo_co,co
Cass,cass_tx,tx
Benton,benton_or,or
Walker,walker_ga,ga
Perry,perry_tn,tn
Mifflin,mifflin_pa,pa
Preston,preston_wv,wv
Cleburne,cleburne_al,al
Gladwin,gladwin_mi,mi
Montague,montague_tx,tx
Northampton,northampton_va,va
Calumet,calumet_wi,wi
Marathon,marathon_wi,wi
Taney,taney_mo,mo
Lewis,lewis_wa,wa
Lanier,lanier_ga,ga
Garden,garden_ne,ne
Bradford,bradford_fl,fl
Washington,washington_mn,mn
Ward,ward_tx,tx
Mcdowell,mcdowell_wv,wv
Smith,smith_tx,tx
Cavalier,cavalier_nd,nd
Rockdale,rockdale_ga,ga
Coshocton,coshocton_oh,oh
Toole,toole_mt,mt
Bandera,bandera_tx,tx
Lincoln,lincoln_id,id
Gra forks,gra forks_nd,nd
Clark,clark_nv,nv
Le sueur,le sueur_mn,mn
Brown,brown_tx,tx
Crenshaw,crenshaw_al,al
Leon,leon_tx,tx
Windham,windham_vt,vt
Elkhart,elkhart_in,in
Portage,portage_oh,oh
Lorain,lorain_oh,oh
Davis,davis_ia,ia
Granite,granite_mt,mt
Douglas,douglas_or,or
Washington,washington_me,me
Knox,knox_il,il
Chester,chester_tn,tn
Itawamba,itawamba_ms,ms
Taylor,taylor_fl,fl
Macomb,macomb_mi,mi
Wake,wake_nc,nc
Delta,delta_tx,tx
Beltrami,beltrami_mn,mn
Nicholas,nicholas_ky,ky
Mccook,mccook_sd,sd
Sacramento,sacramento_ca,ca
Lahoma,lahoma_ok,ok
Hennepin,hennepin_mn,mn
Bosque,bosque_tx,tx
Baker,baker_fl,fl
Madison,madison_nc,nc
Skagit,skagit_wa,wa
Russell,russell_ks,ks
Leake,leake_ms,ms
Chickasaw,chickasaw_ms,ms
Hidalgo,hidalgo_tx,tx
Orange,orange_vt,vt
Lancaster,lancaster_ne,ne
Lincoln,lincoln_ga,ga
Calhoun,calhoun_fl,fl
St clair,st clair_al,al
Washington,washington_ia,ia
Troup,troup_ga,ga
Scott,scott_tn,tn
Henry,henry_in,in
Gaston,gaston_nc,nc
Young,young_tx,tx
Wilson,wilson_nc,nc
Sweet grass,sweet grass_mt,mt
St johns,st johns_fl,fl
Storey,storey_nv,nv
Mcintosh,mcintosh_ok,ok
Ford,ford_ks,ks
Ness,ness_ks,ks
Chenango,chenango_ny,ny
Calhoun,calhoun_wv,wv
Rich,rich_ut,ut
Covington,covington_al,al
Schoharie,schoharie_ny,ny
Bdwin,bdwin_al,al
Madison,madison_ia,ia
Columbia,columbia_ny,ny
Piscataquis,piscataquis_me,me
Blanco,blanco_tx,tx
Aitkin,aitkin_mn,mn
Wyandotte,wyandotte_ks,ks
Clay,clay_al,al
Sierra,sierra_ca,ca
Socorro,socorro_nm,nm
Chelan,chelan_wa,wa
Grayson,grayson_va,va
Adams,adams_wa,wa
Gloucester,gloucester_va,va
Richland,richland_oh,oh
New haven,new haven_ct,ct
Champaign,champaign_oh,oh
Lee,lee_nc,nc
Colbert,colbert_al,al
Isle of wight,isle of wight_va,va
Rice,rice_mn,mn
Kauai,kauai_hi,hi
Holt,holt_mo,mo
Boone,boone_il,il
Steuben,steuben_ny,ny
Butler,butler_mo,mo
Ogle,ogle_il,il
Garza,garza_tx,tx
Newaygo,newaygo_mi,mi
Todd,todd_ky,ky
Blaine,blaine_id,id
Miller,miller_ga,ga
Polk,polk_nc,nc
Garfield,garfield_wa,wa
Dunn,dunn_nd,nd
Stephens,stephens_tx,tx
Rockwall,rockwall_tx,tx
Grant,grant_ky,ky
Winneshiek,winneshiek_ia,ia
Sullivan,sullivan_ny,ny
Towner,towner_nd,nd
Dekalb,dekalb_in,in
Allen,allen_oh,oh
Pottawatomie,pottawatomie_ks,ks
Wallace,wallace_ks,ks
Laclede,laclede_mo,mo
Tyrrell,tyrrell_nc,nc
Lenoir,lenoir_nc,nc
Halifax,halifax_nc,nc
Grafton,grafton_nh,nh
Mitchell,mitchell_tx,tx
Pittsburg,pittsburg_ok,ok
Wyoming,wyoming_wv,wv
Hancock,hancock_tn,tn
Wayne,wayne_tn,tn
Walker,walker_tx,tx
Taylor,taylor_wi,wi
Schuyler,schuyler_mo,mo
Poquoson city,poquoson city_va,va
Cherokee,cherokee_al,al
Mclennan,mclennan_tx,tx
Mcleod,mcleod_mn,mn
Otero,otero_co,co
Jefferson,jefferson_wv,wv
Limestone,limestone_al,al
Nemaha,nemaha_ks,ks
Montgomery,montgomery_in,in
Morton,morton_ks,ks
Lawrence,lawrence_il,il
Donley,donley_tx,tx
Williamson,williamson_tn,tn
Meigs,meigs_tn,tn
Houston,houston_tx,tx
Adams,adams_wi,wi
Washington,washington_md,md
Adair,adair_ky,ky
Hamlin,hamlin_sd,sd
Rappahannock,rappahannock_va,va
Malheur,malheur_or,or
Wheeler,wheeler_tx,tx
Carroll,carroll_ky,ky
Ste genevieve,ste genevieve_mo,mo
Cameron,cameron_tx,tx
Glenn,glenn_ca,ca
Addison,addison_vt,vt
Cleburne,cleburne_ar,ar
Mohave,mohave_az,az
Page,page_ia,ia
Marion,marion_ia,ia
Glascock,glascock_ga,ga
Douglas,douglas_ga,ga
Amelia,amelia_va,va
Johnson,johnson_tx,tx
Crawford,crawford_wi,wi
Daviess,daviess_in,in
Currituck,currituck_nc,nc
Morris,morris_nj,nj
Ellis,ellis_ok,ok
Moore,moore_nc,nc
Lee,lee_ar,ar
Hocking,hocking_oh,oh
Henderson,henderson_nc,nc
Mason,mason_tx,tx
Henderson,henderson_ky,ky
Clarke,clarke_ia,ia
Christian,christian_mo,mo
Luzerne,luzerne_pa,pa
Humboldt,humboldt_ia,ia
Marion,marion_al,al
Gland,gland_ar,ar
Belknap,belknap_nh,nh
Todd,todd_sd,sd
Washakie,washakie_wy,wy
Lassen,lassen_ca,ca
Onondaga,onondaga_ny,ny
Jefferson,jefferson_tn,tn
Johnson,johnson_ky,ky
Fisher,fisher_tx,tx
Perkins,perkins_ne,ne
Wabasha,wabasha_mn,mn
Overton,overton_tn,tn
King,king_wa,wa
Kendall,kendall_il,il
Converse,converse_wy,wy
Kent,kent_tx,tx
Tompkins,tompkins_ny,ny
Stafford,stafford_va,va
Smith,smith_tn,tn
Fulton,fulton_ky,ky
Newport news city,newport news city_va,va
Hutchinson,hutchinson_tx,tx
Bond,bond_il,il
Hickory,hickory_mo,mo
Miller,miller_mo,mo
Phillips,phillips_ar,ar
Franklin,franklin_ar,ar
San saba,san saba_tx,tx
Mahaska,mahaska_ia,ia
Montrose,montrose_co,co
Cross,cross_ar,ar
Mathews,mathews_va,va
Sweetwater,sweetwater_wy,wy
Gallia,gallia_oh,oh
Marion,marion_wv,wv
Gibson,gibson_tn,tn
Floyd,floyd_in,in
Mcclain,mcclain_ok,ok
Lewis,lewis_ny,ny
Tunica,tunica_ms,ms
Traverse,traverse_mn,mn
Mcdonald,mcdonald_mo,mo
Lyman,lyman_sd,sd
Ward,ward_nd,nd
Fort bend,fort bend_tx,tx
Beaver,beaver_ok,ok
Iron,iron_mi,mi
Gadsden,gadsden_fl,fl
Larimer,larimer_co,co
Franklin,franklin_ia,ia
Llano,llano_tx,tx
Red river,red river_tx,tx
Cheyenne,cheyenne_co,co
Christian,christian_ky,ky
Bourbon,bourbon_ks,ks
Starke,starke_in,in
Carteret,carteret_nc,nc
Ssaukee,ssaukee_mi,mi
St lucie,st lucie_fl,fl
Dekalb,dekalb_il,il
Webster,webster_ia,ia
Flunna,flunna_va,va
Haywood,haywood_nc,nc
Charleston,charleston_sc,sc
Scott,scott_ia,ia
Telfair,telfair_ga,ga
Plymouth,plymouth_ia,ia
Kanabec,kanabec_mn,mn
Harford,harford_md,md
Wadena,wadena_mn,mn
Tallahatchie,tallahatchie_ms,ms
Silver bow,silver bow_mt,mt
Lincoln,lincoln_wa,wa
Turner,turner_sd,sd
Charlevoix,charlevoix_mi,mi
Fleming,fleming_ky,ky
Spencer,spencer_ky,ky
Becker,becker_mn,mn
Shp,shp_ar,ar
Carroll,carroll_ia,ia
Jacon,jacon_ks,ks
Clay,clay_wv,wv
Van wert,van wert_oh,oh
Weld,weld_co,co
Kingfisher,kingfisher_ok,ok
Holmes,holmes_ms,ms
La plata,la plata_co,co
Houston,houston_al,al
Laporte,laporte_in,in
Nottoway,nottoway_va,va
Richland,richland_il,il
Neshoba,neshoba_ms,ms
Nodaway,nodaway_mo,mo
Clinton,clinton_mi,mi
Cowley,cowley_ks,ks
Baxter,baxter_ar,ar
Crawford,crawford_il,il
Hancock,hancock_ms,ms
Windham,windham_ct,ct
Butler,butler_ne,ne
Berks,berks_pa,pa
Clearwater,clearwater_mn,mn
Richla,richla_nd,nd
Issaquena,issaquena_ms,ms
Holt,holt_ne,ne
Pitkin,pitkin_co,co
Delta,delta_mi,mi
White,white_in,in
Mccormick,mccormick_sc,sc
Erie,erie_oh,oh
Garrett,garrett_md,md
Canadian,canadian_ok,ok
Nance,nance_ne,ne
Montgomery,montgomery_ky,ky
Dillon,dillon_sc,sc
Jersey,jersey_il,il
Nevada,nevada_ca,ca
Rutland,rutland_vt,vt
Weber,weber_ut,ut
Delaware,delaware_oh,oh
Suwannee,suwannee_fl,fl
Person,person_nc,nc
Dawson,dawson_mt,mt
Burnett,burnett_wi,wi
Oldham,oldham_tx,tx
St clair,st clair_mo,mo
Panola,panola_tx,tx
Yell,yell_ar,ar
Graham,graham_az,az
Chaves,chaves_nm,nm
Sullivan,sullivan_tn,tn
San miguel,san miguel_nm,nm
Garfield,garfield_mt,mt
Pushmataha,pushmataha_ok,ok
Carson city,carson city_nv,nv
Park,park_wy,wy
Caldwell,caldwell_nc,nc
Perry,perry_al,al
Laveras,laveras_ca,ca
Cloud,cloud_ks,ks
The district of,the district of_columbia,columbia
San diego,san diego_ca,ca
Marion,marion_ga,ga
Shawano,shawano_wi,wi
Tulare,tulare_ca,ca
Wagoner,wagoner_ok,ok
Bland,bland_va,va
Roosevelt,roosevelt_nm,nm
Beaufort,beaufort_sc,sc
Sebastian,sebastian_ar,ar
Moore,moore_tx,tx
Washington,washington_ms,ms
Montgomery,montgomery_ms,ms
Atascosa,atascosa_tx,tx
Tuolumne,tuolumne_ca,ca
Grant,grant_or,or
Maui,maui_hi,hi
Hamilton,hamilton_in,in
Cattaraugus,cattaraugus_ny,ny
Uvalde,uvalde_tx,tx
Miner,miner_sd,sd
Barry,barry_mo,mo
Sheridan,sheridan_wy,wy
Sawyer,sawyer_wi,wi
Musselshell,musselshell_mt,mt
Aroostook,aroostook_me,me
Mississippi,mississippi_mo,mo
Dickenson,dickenson_va,va
Eureka,eureka_nv,nv
Greenup,greenup_ky,ky
Lake,lake_il,il
Douglas,douglas_wi,wi
Norfolk city,norfolk city_va,va
Clinton,clinton_ky,ky
Adams,adams_id,id
Fulton,fulton_il,il
Warren,warren_nj,nj
Rock,rock_wi,wi
Lincoln,lincoln_ms,ms
Nicollet,nicollet_mn,mn
Buffalo,buffalo_wi,wi
Lycoming,lycoming_pa,pa
Hertford,hertford_nc,nc
Greenwood,greenwood_sc,sc
Coosa,coosa_al,al
Caroline,caroline_md,md
Stone,stone_ms,ms
Dallas,dallas_ar,ar
Faulkner,faulkner_ar,ar
Washington,washington_il,il
Phelps,phelps_ne,ne
Jefferson,jefferson_al,al
Coweta,coweta_ga,ga
St joseph,st joseph_mi,mi
Dyer,dyer_tn,tn
Morgan,morgan_in,in
Furnas,furnas_ne,ne
Monona,monona_ia,ia
Modoc,modoc_ca,ca
Warren,warren_tn,tn
Crawford,crawford_oh,oh
Frio,frio_tx,tx
Nacogdoches,nacogdoches_tx,tx
Gove,gove_ks,ks
Stevens,stevens_wa,wa
Jasper,jasper_in,in
New madrid,new madrid_mo,mo
Goliad,goliad_tx,tx
Montgomery,montgomery_il,il
Fredericksburg city,fredericksburg city_va,va
Baker,baker_ga,ga
Saline,saline_mo,mo
Cleveland,cleveland_nc,nc
Greene,greene_pa,pa
Grayson,grayson_tx,tx
Box butte,box butte_ne,ne
Nowata,nowata_ok,ok
San miguel,san miguel_co,co
Wayne,wayne_ms,ms
Lexington city,lexington city_va,va
Hardin,hardin_ia,ia
Vilas,vilas_wi,wi
Jackson,jackson_ar,ar
Sevier,sevier_ut,ut
Jones,jones_sd,sd
Falls church city,falls church city_va,va
Boone,boone_ky,ky
Chisago,chisago_mn,mn
Mckinley,mckinley_nm,nm
Nroe,nroe_mo,mo
Sangamon,sangamon_il,il
Evans,evans_ga,ga
Forsyth,forsyth_ga,ga
Patrick,patrick_va,va
Bleckley,bleckley_ga,ga
Lyon,lyon_mn,mn
Montgomery,montgomery_ny,ny
Routt,routt_co,co
Cotton,cotton_ok,ok
Ontario,ontario_ny,ny
Rosebud,rosebud_mt,mt
Lewis and clark,lewis and clark_mt,mt
Culpeper,culpeper_va,va
Mitchell,mitchell_ga,ga
Desha,desha_ar,ar
Harding,harding_nm,nm
Colleton,colleton_sc,sc
Cottle,cottle_tx,tx
Trousdale,trousdale_tn,tn
Owyhee,owyhee_id,id
Frederick,frederick_md,md
Wilkes,wilkes_nc,nc
Trinity,trinity_tx,tx
Kitsap,kitsap_wa,wa
Hkiakum,hkiakum_wa,wa
Union,union_ar,ar
Van buren,van buren_ar,ar
Mccracken,mccracken_ky,ky
Henry,henry_tn,tn
Waynesboro city,waynesboro city_va,va
Thomas,thomas_ne,ne
Valencia,valencia_nm,nm
Upshur,upshur_tx,tx
Accomack,accomack_va,va
Sheridan,sheridan_nd,nd
Klamath,klamath_or,or
Clinton,clinton_mo,mo
Van buren,van buren_tn,tn
Pawnee,pawnee_ok,ok
Jackson,jackson_wi,wi
Van zandt,van zandt_tx,tx
Leon,leon_fl,fl
Sussex,sussex_de,de
Rush,rush_ks,ks
Lamar,lamar_ga,ga
Calhoun,calhoun_il,il
Norton city,norton city_va,va
Dolores,dolores_co,co
Lincoln,lincoln_wy,wy
Rockingham,rockingham_nc,nc
Cumberland,cumberland_va,va
Anne arundel,anne arundel_md,md
Cascade,cascade_mt,mt
Cass,cass_ne,ne
Bennett,bennett_sd,sd
Newton,newton_ms,ms
Emporia city,emporia city_va,va
Lincoln,lincoln_sd,sd
Jackson,jackson_mi,mi
Toombs,toombs_ga,ga
Custer,custer_ok,ok
Union,union_nj,nj
Independence,independence_ar,ar
Craig,craig_ok,ok
Camas,camas_id,id
Carbon,carbon_mt,mt
Wayne,wayne_ky,ky
Wabash,wabash_il,il
Daggett,daggett_ut,ut
Sunflower,sunflower_ms,ms
Washgton,washgton_in,in
Gibson,gibson_in,in
York,york_sc,sc
Lancaster,lancaster_pa,pa
Grady,grady_ok,ok
Covington city,covington city_va,va
Sonoma,sonoma_ca,ca
Logan,logan_ks,ks
Lincoln,lincoln_nv,nv
Muskingum,muskingum_oh,oh
Scotts bluff,scotts bluff_ne,ne
Ware,ware_ga,ga
Spencer,spencer_in,in
Wilcox,wilcox_al,al
Carroll,carroll_in,in
Livingston,livingston_ky,ky
Van buren,van buren_ia,ia
Gentry,gentry_mo,mo
Edgefield,edgefield_sc,sc
Lauderde,lauderde_al,al
Outagamie,outagamie_wi,wi
Carter,carter_ky,ky
Fulton,fulton_in,in
Clinton,clinton_pa,pa
Lebanon,lebanon_pa,pa
Howell,howell_mo,mo
Tolland,tolland_ct,ct
Randolph,randolph_mo,mo
Douglas,douglas_co,co
Worcester,worcester_ma,ma
Linn,linn_ia,ia
Hughes,hughes_ok,ok
Wyoming,wyoming_ny,ny
Kane,kane_il,il
Chattoo,chattoo_ga,ga
Lee,lee_al,al
Stevens,stevens_mn,mn
Martin,martin_mn,mn
La salle,la salle_il,il
Wirt,wirt_wv,wv
Norman,norman_mn,mn
Clarke,clarke_ga,ga
Elmore,elmore_al,al
Ottawa,ottawa_mi,mi
Lewis,lewis_tn,tn
Geauga,geauga_oh,oh
Montgomery,montgomery_tx,tx
Jerauld,jerauld_sd,sd
Madison,madison_ne,ne
Yamhill,yamhill_or,or
Forsyth,forsyth_nc,nc
Floyd,floyd_tx,tx
Ashland,ashland_oh,oh
Caroline,caroline_va,va
Kittson,kittson_mn,mn
Richmond,richmond_va,va
Union,union_ky,ky
Platte,platte_ne,ne
Oglethorpe,oglethorpe_ga,ga
Choctaw,choctaw_ok,ok
Hernando,hernando_fl,fl
Marion,marion_sc,sc
Sterling,sterling_tx,tx
Pottawatomie,pottawatomie_ok,ok
Pottawattamie,pottawattamie_ia,ia
Clermont,clermont_oh,oh
Dubois,dubois_in,in
Taylor,taylor_wv,wv
Scott,scott_ms,ms
Jefferson,jefferson_ny,ny
Iroquois,iroquois_il,il
Pope,pope_ar,ar
Brewster,brewster_tx,tx
Clallam,clallam_wa,wa
Emmons,emmons_nd,nd
San mateo,san mateo_ca,ca
Mills,mills_ia,ia
Sully,sully_sd,sd
Woods,woods_ok,ok
Pontotoc,pontotoc_ok,ok
Pecos,pecos_tx,tx
Johnson,johnson_ne,ne
Guadalupe,guadalupe_nm,nm
Craighead,craighead_ar,ar
Hunt,hunt_tx,tx
Suffolk,suffolk_ny,ny
Borden,borden_tx,tx
Lipscomb,lipscomb_tx,tx
Howard,howard_ne,ne
Lawrence,lawrence_in,in
Dlas,dlas_al,al
Sagadahoc,sagadahoc_me,me
Dukes,dukes_ma,ma
Pawnee,pawnee_ks,ks
Graham,graham_nc,nc
Holmes,holmes_fl,fl
Montgomery,montgomery_nc,nc
Catron,catron_nm,nm
Archuleta,archuleta_co,co
Franklin,franklin_nc,nc
Garfield,garfield_ne,ne
Pope,pope_mn,mn
Dimmit,dimmit_tx,tx
Schley,schley_ga,ga
Sarasota,sarasota_fl,fl
Zavala,zavala_tx,tx
Doniphan,doniphan_ks,ks
Essex,essex_vt,vt
He,he_al,al
Mendocino,mendocino_ca,ca
Pulaski,pulaski_in,in
Habersham,habersham_ga,ga
Pend oreille,pend oreille_wa,wa
Mason,mason_wv,wv
Ellis,ellis_tx,tx
Conway,conway_ar,ar
Limestone,limestone_tx,tx
Roberts,roberts_tx,tx
Lake of the woods,lake of the woods_mn,mn
Otsego,otsego_ny,ny
Newton,newton_in,in
Oktibbeha,oktibbeha_ms,ms
Jackson,jackson_or,or
Clk,clk_ar,ar
Lawrence,lawrence_al,al
Sibley,sibley_mn,mn
Wilbarger,wilbarger_tx,tx
Ottawa,ottawa_ok,ok
Cheyenne,cheyenne_ks,ks
Bartow,bartow_ga,ga
Emanuel,emanuel_ga,ga
Bee,bee_tx,tx
Warren,warren_va,va
Greene,greene_ms,ms
Chattahoochee,chattahoochee_ga,ga
Emmet,emmet_mi,mi
Marion,marion_ms,ms
Jefferson,jefferson_co,co
